"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.completion.completion_rate_4yr_100nt","2013.completion.transfer_rate.4yr.full_time","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"208512","Sumner College","OR","2","2","40","119","0.661202186","","","0.6056","15039.0","9500.0","300","263"
"206783","American Broadcasting School-Oklahoma City","OK","1","3","76","279","0.704301075","","","0.5122","6125.0","6402.0","226","24"
"211802","DLP Conemaugh Memorial Medical Center","PA","1","2","","126","0.59375","","","0.6901","12000.0","12000.0","164","231"
"211820","Consolidated School of Business-York","PA","2","2","","92","0.50877193","","","0.8706","","","139","107"
"212674","Gettysburg College","PA","3","1","31","510","0.844036697","0.7983","0.0259","0.5473","20500.0","19000.0","881","2520"
"211130","Biblical Theological Seminary","PA","4","1","","","","","","","","","",""
"211273","Bryn Mawr College","PA","4","1","30","262","0.856140351","0.8068","0.0","0.4667","22000.0","13000.0","523","1316"
"212072","Du Bois Business College-Du Bois","PA","2","2","62","249","0.592885376","","","0.8","11533.0","12000.0","296","122"
"212045","Douglas Education Center","PA","2","2","52","267","0.713636364","","","0.6873","12000.0","12000.0","375","271"
"212337","Empire Beauty School-Gwinnett","GA","1","3","82","271","0.501712329","","","0.7215","7903.0","7355.5","1028","169"
"212276","Empire Beauty School-Lancaster","PA","1","3","84","349","0.478439425","","","0.5618","5080.0","5016.0","1433","112"
"212285","Empire Beauty School-Williamsport","PA","1","3","131","489","0.471428571","","","0.6512","6222.0","6837.0","1404","46"
"212373","Empire Beauty School-Warminster","PA","1","3","96","218","0.505263158","","","0.5496","6222.0","6505.0","1257","74"
"207704","Standard Beauty College of Oklahoma","OK","1","3","39","115","0.638888889","","","0.5191","","","164","83"
"214476","Pittsburgh's Ohio Valley Hospital School of Nursing","PA","1","3","","","0.551724138","","","0.1884","","","34","75"
"214616","Pennsylvania State University-College of Medicine","PA","4","1","1399","20915","0.551709217","","","","19500.0","19500.0","34627",""
