"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level"
"120740","Pacific Lutheran Theological Seminary","CA","4","1"
"120971","Palomar College","CA","2","2"
"121886","Rio Hondo College","CA","2","2"
"121619","Santa Ana College","CA","2","2"
"120272","Oceanside College of Beauty","CA","1","3"
"120421","Oxnard College","CA","2","2"
"118888","Mills College","CA","4","1"
"119775","Newschool of Architecture and Design","CA","4","1"
"119951","North Adrian's College of Beauty Inc","CA","1","3"
"122889","Santa Barbara City College","CA","2","2"
"123572","Sonoma State University","CA","4","1"
"123800","Southwestern College","CA","2","2"
"123961","University of Southern California","CA","4","1"
"123563","Solano Community College","CA","2","2"
"125462","West Hills College-Coalinga","CA","2","2"
"123970","Southwestern Law School","CA","4","1"
"124113","Taft College","CA","2","2"
"124283","Claremont School of Theology","CA","4","1"
"124292","Thomas Aquinas College","CA","3","1"
"123679","Concorde Career College-Garden Grove","CA","2","2"
"125231","Walden University","MN","4","1"
"124779","Universal College of Beauty Inc-Los Angeles 1","CA","1","3"
"125082","Victor Valley Beauty College Inc","CA","1","3"
"119164","Mt San Antonio College","CA","2","2"
"117788","Los Angeles City College","CA","2","2"
"117733","Los Angeles Valley College","CA","2","2"
"119216","Mt San Jacinto Community College District","CA","2","2"
"115001","Glendale Community College","CA","2","2"
"113634","Diablo Valley College","CA","2","2"
"119137","Moorpark College","CA","2","2"
"114716","Foothill College","CA","2","2"
"119173","Mount Saint Mary's University","CA","4","1"
"118718","Merced College","CA","2","2"
"118347","College of Marin","CA","2","2"
"117724","Los Angeles Trade Technical College","CA","2","2"
"118143","Lyles Fresno College of Beauty","CA","1","3"
"118286","Brightwood College-Vista","CA","2","2"
"113698","Dominican University of California","CA","4","1"
"117751","The Master's University and Seminary","CA","4","1"
"118693","Menlo College","CA","3","1"
"118541","Marymount California University","CA","3","1"
"117894","Los Medanos College","CA","2","2"
"117636","Loma Linda University","CA","4","1"
"115083","Golden Gate University-San Francisco","CA","4","1"
"122366","Golf Academy of America-San Diego","CA","2","2"
"123527","San Bernardino Valley College","CA","2","2"
"122649","San Joaquin College of Law","CA","4","1"
"122746","San Jose City College","CA","2","2"
"122931","Santa Clara University","CA","4","1"
"121257","Pitzer College","CA","3","1"
"120069","North-West College-Pomona","CA","1","3"
"123493","Charles A Jones Career and Education Center","CA","1","2"
"122296","Samuel Merritt University","CA","4","1"
"121345","Pomona College","CA","3","1"
"114460","Federico Beauty Institute","CA","1","3"
"112127","Church Divinity School of the Pacific","CA","4","1"
"112446","Coleman University","CA","4","1"
"110875","California Beauty School","CA","1","3"
"110918","California Christian College","CA","3","1"
"111434","Canada College","CA","2","2"
"114044","Elegance International","CA","1","3"
"114123","Empire College","CA","4","1"
"112455","Coba Cosmetology Academy","CA","1","3"
"112561","Columbia College","CA","2","2"
"114433","Feather River Community College District","CA","2","2"
"111717","CET-Sobrato","CA","1","3"
"111708","CET-San Diego","CA","1","3"
"111799","CET-Salinas","CA","1","3"
"111726","CET-El Centro","CA","1","3"
"110219","Bryan University","CA","4","1"
"127820","Pikes Peak Community College","CO","2","2"
"127741","University of Northern Colorado","CO","4","1"
"129020","University of Connecticut","CT","4","1"
"133650","Florida Agricultural and Mechanical University","FL","4","1"
"133508","Florida SouthWestern State College","FL","3","1"
"127699","National American University-Denver","CO","3","1"
"132471","Barry University","FL","4","1"
"133492","Eckerd College","FL","3","1"
"133526","Edward Waters College","FL","3","1"
"132806","Fortis College-Winter Park","FL","1","3"
"132408","The Baptist College of Florida","FL","4","1"
"136400","Pasco-Hernando State College","FL","2","1"
"137847","The University of Tampa","FL","4","1"
"137777","Talmudic College of Florida","FL","4","1"
"137810","Everest University-Largo","FL","4","1"
"136783","Toni & Guy Hairdressing Academy-Jacksonville","FL","1","3"
"137148","Argosy University-Sarasota","FL","4","1"
"134149","Everest University-Pompano Beach","FL","4","1"
"137564","Southeastern University","FL","4","1"
"134237","Full Sail University","FL","4","1"
"137546","Stetson University","FL","4","1"
"135160","Florida Gateway College","FL","3","1"
"136701","Saint Vincent de Paul Regional Seminary","FL","4","1"
"136765","Ridge Technical College","FL","1","3"
"136774","Ringling College of Art and Design","FL","3","1"
"141264","Valdosta State University","GA","4","1"
"137209","Seminole State College of Florida","FL","3","1"
"140951","Savannah College of Art and Design","GA","4","1"
"140988","Shorter University","GA","4","1"
"140340","Herzing University-Atlanta","GA","4","1"
