"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"366289","InterCoast Colleges-Anaheim","CA","1","3","472","981","0.691365585","0.4828","9500.0","9500.0","2660","4"
"363934","University of Advancing Technology","AZ","4","1","54","537","0.258666667","0.6674","12250.0","14750.0","724","959"
"364335","Sanford-Brown Institute-Garden City","NY","1","2","297","1571","0.678321678","0.61","9497.0","7600.0","2474","915"
"364751","Eastern College of Health Vocations-New Orleans","LA","1","3","146","584","0.1898017","0.9592","3797.0","3813.0","1050","221"
"365204","Vista College","TX","2","2","144","589","0.597479615","0.7766","11889.0","10375.0","5105","2746"
"364760","Bell Mar Beauty College","IL","1","3","","","","0.0","","","","75"
"364946","Caddo Kiowa Technology Center","OK","1","3","78","174","","0.0","","","","198"
"365073","Paris II Educational Center","MO","1","3","","97","0.186206897","0.6226","","","127","94"
"249609","Fortis Institute-Forty Fort","PA","2","2","104","478","0.589403974","0.7647","9226.0","6334.0","404","224"
"262660","Empire Beauty School-Highland","KY","1","2","82","271","0.501712329","0.7657","7903.0","7355.5","1028","80"
"363147","Raphael's School of Beauty Culture Inc-Alliance","OH","1","2","","74","0.463768116","0.8232","","","127","87"
"250285","Aviation Institute of Maintenance-Philadelphia","PA","1","2","72","252","0.342465753","0.8065","17588.5","17072.0","445","385"
"260354","Consolidated School of Business-Lancaster","PA","2","2","33","136","0.464646465","0.9101","","","137","112"
"407328","Omaha School of Massage and Healthcare of Herzing University","NE","2","2","344","1616","0.25384787","0.7297","9500.0","9500.0","9122","120"
"407151","Stage One-The Hair School","LA","1","3","35","107","0.569444444","0.4419","","","160","99"
"407179","Empire Beauty School-Malden","MA","1","3","101","320","0.496363636","0.5946","5935.0","4822.5","1341","155"
"404806","Columbia Central University-Yauco","PR","3","1","469","763","0.159692571","0.0","","","","402"
"407054","Connecticut Center for Massage Therapy-Westport","CT","1","3","71","448","0.638349515","0.9286","6558.0","6374.0","592","158"
"392840","Watkins College of Art Design & Film","TN","3","1","","133","0.287128713","0.6587","13375.0","18875.0","204","334"
"405021","Nationwide Beauty Academy","OH","1","2","25","143","0.608695652","0.7143","","","131","57"
"408312","Career Training Academy-Monroeville","PA","2","2","47","213","0.701492537","0.6324","8858.0","6333.0","430","112"
"407434","Orlo School of Hair Design and Cosmetology","NY","1","3","28","151","0.753846154","0.5429","","","169","99"
"407489","Mahoning County Career and Technical Center","OH","1","3","","","","0.3397","6000.0","5500.0","87","96"
"407407","Capri Institute of Hair Design-Kenilworth","NJ","1","3","32","122","0.727272727","0.4291","7000.0","5600.0","201","153"
"407391","Capri Institute of Hair Design-Brick","NJ","1","3","42","147","0.633928571","0.4561","","","216","172"
"405997","University of Phoenix-New Mexico","NM","4","1","40061","185887","0.182380398","0.7134","9500.0","9500.0","285765","2097"
"380465","University of Phoenix-Utah","UT","4","1","40061","185887","0.182380398","0.5412","9500.0","9500.0","285765","958"
"414823","Johnson & Wales University-North Miami","FL","3","1","496","7038","0.49388601","0.8251","19148.0","19000.0","9708","1937"
"401250","Yo San University of Traditional Chinese Medicine","CA","4","1","","","","","","","",""
"402615","Colorado Technical University-Sioux Falls","SD","4","1","5827","19874","0.258686311","0.875","8256.5","6334.0","30982","242"
"414568","ITT Technical Institute-Bessemer","AL","3","1","974","5336","0.370388079","0.8236","12667.0","11834.0","71736","538"
"413857","ITT Technical Institute-Louisville","KY","3","1","974","5336","0.370388079","0.806","12667.0","11834.0","71736","547"
"413820","Yukon Beauty College Inc","OK","1","3","","","0.48","0.95","","","16","17"
"413848","ITT Technical Institute-Oxnard","CA","3","1","974","5336","0.370388079","0.7214","12667.0","11834.0","71736","312"
"407319","ITT Technical Institute-Omaha","NE","3","1","974","5336","0.370388079","0.8392","12667.0","11834.0","71736","505"
"407522","Pioneer Career and Technology Center","OH","1","3","","","","0.0","","","","35"
"407601","Northwest Technology Center-Fairview","OK","1","3","","","","0.0","","","","12"
"407629","Lake Erie College of Osteopathic Medicine","PA","4","1","","","","","","","",""
"408039","Brown Mackie College-Fort Wayne","IN","3","1","278","1822","0.378853985","0.7368","10211.0","9235.0","31694","659"
"413866","ITT Technical Institute-Greenville","SC","3","1","974","5336","0.370388079","0.7352","12667.0","11834.0","71736","353"
"404499","Sanford-Brown College-Houston","TX","2","2","1557","7408","0.662463311","0.6229","9500.0","9500.0","6603","756"
"412535","Shawsheen Valley School of Practical Nursing","MA","1","3","","","","0.8542","","","70","47"
"412599","Remington College-Memphis Campus","TN","3","1","300","1543","0.543457797","0.5615","9369.0","8360.0","7905","814"
"404365","Vatterott College-Springfield","MO","2","2","1162","4487","0.49322938","0.3385","11538.0","16500.0","7593","312"
"408862","Georgia Institute of Cosmetology","GA","1","3","75","233","0.584126984","0.9605","9833.0","13000.0","382","302"
"410283","Brown Mackie College-Atlanta","GA","2","2","278","1822","0.378853985","0.7104","10211.0","9235.0","31694","1033"
"410502","Argosy University-The Art Institute of California-Hollywood","CA","3","1","560","2587","0.116635839","0.8297","6569.0","6334.0","29626","1906"
"418010","Broome Delaware Tioga BOCES-Practical Nursing Program","NY","1","3","","50","0.416666667","0.8548","","","65","61"
"418126","New York College of Health Professions","NY","4","1","68","334","0.278911565","0.7189","12500.0","10500.0","611","529"
"418755","Colegio Tecnologico y Comercial de Puerto Rico","PR","1","3","34","54","","0.0","","","","118"
"418913","Pipo Academy of Hair Design","TX","1","3","","","","0.0","","","","11"
"418968","Tint School of Makeup and Cosmetology-Dallas","TX","1","3","","90","0.386554622","0.6694","","","253","69"
"419183","Central California School of Continuing Education","CA","1","2","","185","0.666666667","0.8856","5446.0","5947.0","238","412"
"420103","Florida College of Natural Health-Miami","FL","2","2","229","928","0.620148638","0.8909","6214.5","8107.0","1466","201"
"420440","York County Community College","ME","2","2","58","280","0.180555556","0.2999","4822.5","4225.0","674","1313"
"418588","Northern Tier Career Center","PA","1","3","","","","0.5405","","","77","39"
"418603","Clarion County Career Center Practical Nursing Program","PA","1","3","","56","0.692307692","0.8108","","","63","35"
"418612","Hazleton Area Career Center","PA","1","3","","56","","0.7419","","","26","26"
"418658","All-State Career School-Pittsburgh","PA","1","3","436","1808","0.678494158","0.5085","9278.0","6333.0","3389","364"
"419703","Automeca Technical College-Bayamon","PR","1","3","669","1143","0.229365769","0.2527","1610.0","1750.0","725","579"
"418524","Venango County Area Vocational Technical School","PA","1","3","","","0.693548387","0.9577","","","110","65"
"418533","Lancaster County Career and Technology Center","PA","2","2","46","377","0.751282051","0.81","9500.0","8144.0","542","407"
"419217","Mercy Hospital School of Practical Nursing-Plantation General Hospital","FL","1","3","","","","","","","",""
"419235","Rivertown School of Beauty Barber Skin Care and Nails","GA","1","3","63","166","0.429530201","0.9603","5195.5","5612.0","206","207"
"419244","Atlanta Institute of Music and Media","GA","2","2","","95","0.354285714","0.8539","","","212","193"
"418250","Washington County Career Center-Adult Technical Training","OH","1","2","","88","","0.0","","","","261"
"418384","Technical Institute of Cosmetology Arts and Sciences","OK","1","3","","","0.5","0.9459","","","26","48"
"418409","York County School of Technology-Adult & Continuing Education","PA","1","3","","121","0.776119403","0.1376","","","128","174"
"418515","Lenape Technical School Practical Nursing Program","PA","1","3","","88","0.666666667","0.7516","","","126","79"
"417789","Tennessee Academy of Cosmetology-Shelby Drive","TN","1","3","","95","0.4","0.9253","","","164","125"
"417910","Veeb Nassau County School of Practical Nursing","NY","1","3","","198","0.801242236","0.899","7500.0","7500.0","266","158"
"420538","Arkansas State University-Mountain Home","AR","2","2","545","3687","0.357260726","0.5313","10500.0","8833.5","7640","1396"
"420246","Southwest College of Naturopathic Medicine & Health Sciences","AZ","4","1","","","","","","","",""
"420307","Virginia College-Birmingham","AL","4","1","2241","8792","0.321583447","0.7687","9500.0","9500.0","29763","3741"
"421896","Academia Serrant Inc","PR","1","3","246","304","","0.0","","","","390"
"423652","Oregon Coast Community College","OR","2","2","65","269","0.055232558","0.2449","6191.0","6064.0","629","505"
"420495","Sanford-Brown College-Atlanta","GA","2","2","1557","7408","0.662463311","0.6844","9500.0","9500.0","6603","360"
