"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"126951","Lincoln College of Technology-Denver","CO","2","2","331","2480","0.389282103","0.7454","4802.0","10899.0","6617","1262"
"126748","Colorado Northwestern Community College","CO","2","2","32","217","0.26062323","0.2884","9500.0","5500.0","446","649"
"126687","Concorde Career College-Aurora","CO","2","2","171","901","0.710419486","0.5499","9500.0","9500.0","1803","847"
"129491","Hartford Seminary","CT","4","1","","","","","","","",""
"129534","Holy Apostles College and Seminary","CT","4","1","","","","0.3333","","","18","48"
"129932","New England Tractor Trailer Training School of Connecticut","CT","1","3","263","1063","0.77654663","0.8828","5983.0","5886.5","2275","302"
"127945","Rocky Mountain College of Art and Design","CO","4","1","35","226","0.380090498","0.696","9500.0","7603.5","559","722"
"128577","Asnuntuck Community College","CT","2","2","46","234","0.249363868","0.0723","3500.0","3974.0","242","1360"
"126678","Colorado College","CO","4","1","29","246","0.784037559","0.3333","15720.0","16750.0","388","2025"
"127714","Nazarene Bible College","CO","3","1","42","183","0.187845304","0.4958","7366.0","11086.0","300","889"
"129002","Porter and Chester Institute of Branford","CT","1","3","50","278","0.6816609","0.7891","9500.0","12539.5","574","298"
"141015","The Creative Circus","GA","1","2","","173","0.567567568","0.6927","16029.0","18518.0","204","224"
"141237","Truett McConnell University","GA","3","1","","193","0.305555556","0.3114","10075.0","8301.5","375","697"
"420200","Francois D College of Hair Skin and Nails","UT","1","2","","75","0.565217391","0.2625","","","82","92"
"420325","Yeshiva D'monsey Rabbinical College","NY","4","1","","","","0.0","","","","48"
"418038","Albany BOCES-Adult Practical Nursing Program","NY","1","3","","142","0.775510204","0.7282","9500.0","9500.0","249","136"
"418320","Mid-America Technology Center","OK","1","3","","57","","0.0","","","","762"
"418454","Greater Johnstown Career and Technology Center","PA","1","3","26","189","0.866995074","0.6429","12000.0","4895.0","260","228"
"417442","Career Center of Southern Illinois","IL","1","3","","88","0.642857143","0.6087","","","147","90"
"417655","Warrensburg Area Career Center","MO","1","3","","","0.657142857","0.8095","","","59","40"
"417673","Nevada Regional Technical Center","MO","1","3","","","0.5","0.9286","","","27","19"
"417804","Durham Beauty Academy","NC","1","3","","80","0.395604396","0.5593","","","176","70"
"421540","Indian Capital Technology Center-Sallisaw","OK","1","3","105","281","0.087912088","0.0","","","","218"
"260992","Northwestern College-Southwestern Campus","IL","2","2","260","1477","0.203932993","0.9475","12665.5","7083.5","1786","756"
"382911","Southwest Collegiate Institute for the Deaf","TX","2","2","187","930","0.22896791","0.1678","3750.0","3500.0","1134","147"
"100706","University of Alabama in Huntsville","AL","4","1","139","1258","0.393046107","0.4728","14750.0","12500.0","2662","5525"
"100654","Alabama A & M University","AL","4","1","116","1187","0.241845664","0.8204","15000.0","12250.0","3025","4051"
"427991","Technical Education Center-Osceola","FL","1","2","31","108","0.139830509","0.0","","","","478"
"428259","Ottawa University-Milwaukee","WI","4","1","119","1097","0.357072206","0.6595","12077.0","11166.0","2764","289"
"430379","ITT Technical Institute-Norwood","OH","3","1","974","5336","0.370388079","0.8782","12667.0","11834.0","71736","419"
"430360","ITT Technical Institute-Tarentum","PA","2","2","974","5336","0.370388079","0.8482","12667.0","11834.0","71736","255"
"425889","Lincoln Technical Institute-Brockton","MA","1","3","1037","4058","0.553614125","0.7454","7751.0","6800.0","4746","378"
"431266","Henrico County-Saint Marys Hospital School of Practical Nursing","VA","1","3","","","","0.4167","","","37","91"
"431275","Herkimer County BOCES-Practical Nursing Program","NY","1","3","","68","0.716049383","0.768","","","124","123"
"431558","Cape Coral Technical College","FL","1","3","","71","0.100840336","0.0","","","","323"
"431600","Mercy Hospital School of Nursing","PA","1","2","","61","0.577777778","0.7361","9500.0","9500.0","144","168"
"431707","Norwich Technical High School/Adult Licensed Practical Nurse Program","CT","1","3","","","","0.0","","","","31"
"431956","Virginia Sewing Machines and School Center","CA","1","3","29","61","0.630434783","0.2609","","","66","66"
"432074","Northeast Technology Center-Kansas","OK","1","3","47","185","0.145374449","0.0","","","","200"
"431141","Institute of Technology","CA","2","2","977","2711","0.621116226","0.6929","9500.0","9500.0","3226","1989"
"430908","Clearfield County Career and Technology Center","PA","1","3","","81","0.722891566","0.5135","","","98","67"
"430935","Colegio de Cinematografia Artes y Television","PR","2","2","115","255","0.081005587","0.0","","","","867"
"431099","Jolie Hair and Beauty Academy-Ludlow","MA","1","3","","70","0.557251908","0.5837","","","182","102"
"431105","Dutchess BOCES-Practical Nursing Program","NY","1","3","","122","0.655172414","0.6261","7125.0","5500.0","152","151"
"100663","University of Alabama at Birmingham","AL","4","1","248","2665","0.423172758","0.5397","13457.0","12500.0","6049","11200"
"101514","John C Calhoun State Community College","AL","2","2","438","2446","0.121780515","0.2773","4750.0","4011.5","4859","9970"
"101480","Jacksonville State University","AL","4","1","238","2194","0.303553801","0.6811","14250.0","12000.0","4475","7195"
"100724","Alabama State University","AL","4","1","188","1594","0.187935035","0.8735","13462.0","10250.0","4164","5354"
"100830","Auburn University at Montgomery","AL","4","1","117","1176","0.206605763","0.6476","8948.0","8006.0","2651","4322"
"101295","George C Wallace State Community College-Hanceville","AL","2","2","368","1917","0.23373174","0.4174","7500.0","5500.0","3177","4904"
"101028","Chattahoochee Valley Community College","AL","2","2","111","622","0.126760563","0.1948","4080.0","4000.0","606","1769"
"101286","George C Wallace State Community College-Dothan","AL","2","2","205","1072","0.186627907","0.0","","","","4293"
"432384","Platt College-Ontario","CA","3","1","81","341","0.712380952","0.6261","17424.0","19500.0","1352","467"
"413778","Stone Academy-Waterbury","CT","1","3","217","1052","0.459546926","0.4985","11441.0","10067.0","990","212"
"101587","University of West Alabama","AL","4","1","97","717","0.263231198","0.7193","9500.0","9373.0","1758","1988"
"102049","Samford University","AL","4","1","41","527","0.611691023","0.3653","18750.0","16500.0","894","2995"
"101897","Northeast Alabama Community College","AL","2","2","201","1097","0.235855487","0.0","3259.0","2900.0","844","2376"
"102395","United States Sports Academy","AL","4","1","","80","0.342465753","0.6068","13500.0","10500.0","158","80"
"102429","Bevill State Community College","AL","2","2","383","1519","0.169164882","0.0","","","","3212"
"102632","University of Alaska Southeast","AK","4","1","63","305","0.251716247","0.209","9250.0","8770.0","728","1488"
"101569","Lawson State Community College-Birmingham Campus","AL","2","2","301","1424","0.112845674","0.0","","","","2894"
"101301","George C Wallace State Community College-Selma","AL","2","2","190","739","0.034552846","0.0","","","","1604"
"101602","Lurleen B Wallace Community College","AL","2","2","146","641","0.100139082","0.0","","","","1372"
"102313","H Councill Trenholm State Community College","AL","2","2","144","614","0.080194411","0.0","","","","1262"
"101462","J F Drake State Community and Technical College","AL","2","2","103","401","0.104438642","0.0","","","","1040"
"419332","Forbes Road Career and Technology Center","PA","1","3","","","","0.0784","","","","28"
