"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"443623","Le Cordon Bleu College of Culinary Arts-Atlanta","GA","2","2","472","2929","0.593358999","0.794","12272.0","10076.0","2861","1108"
"23384201","Union Presbyterian Seminary-Charlotte","NC","0","1","","","","","","","",""
"40620001","Wright Career College - Oklahoma City OK","OK","0","2","546","1367","0.247102213","","9500.0","9500.0","3512",""
"444936","Turning Point Beauty College","AZ","1","3","","","0.592592593","0.9655","","","72","49"
"444990","Flagler College-Tallahassee","FL","3","1","87","939","0.622844828","0.637","16000.0","14778.0","1824","469"
"445346","Kaplan College-Lubbock","TX","1","2","693","3058","0.654110829","0.5463","9260.0","8897.0","2444","265"
"17355901","M State - Detroit Lakes Campus","MN","0","2","307","2987","0.299250771","","8541.0","7396.0","4602",""
"17399301","Mesabi Range College","MN","0","2","86","571","0.333922262","","7186.0","8750.5","936",""
"17447301","Northland Community and Technical College - East Grand Forks","MN","0","2","170","1739","0.331851852","","9500.0","7127.0","2546",""
"17526301","Minnesota State College-SE Technical-Red Wing","MN","0","2","91","968","0.314814815","","9500.0","6323.0","1861",""
"17623901","Pearl River Community College-Forrest County Center","MS","0","2","349","1747","0.22970297","","5500.0","4580.5","1623",""
"445656","Spa Tech Institute-Plymouth","MA","1","3","83","444","0.277904328","0.3909","6333.0","6333.0","612","136"
"445708","Johnson & Wales University-Charlotte","NC","3","1","496","7038","0.49388601","0.9163","19148.0","19000.0","9708","2325"
"19457801","Pratt Manhattan-A Division of Pratt Institute","NY","0","1","110","901","0.585987261","","21664.0","23750.0","1106",""
"20627901","Los Angeles Center","CA","0","1","98","724","0.540412044","","14791.5","14625.0","1672",""
"21130701","Bucks County Community College-Upper Bucks Campus","PA","0","2","190","1425","0.200992556","","5500.0","5000.0","2384",""
"21608301","South Hills School of Business and Technology-Altoona","PA","0","2","83","468","0.551470588","","14501.0","14150.0","676",""
"23059701","Snow College-Richfield Campus","UT","0","2","191","715","0.051756007","","3500.0","3500.0","1223",""
"11508306","Golden Gate University-Silicon Valley","CA","0","1","31","176","0.456790124","","16128.5","12500.0","400",""
"11577301","Humphreys College-Modesto","CA","0","2","59","276","0.307894737","","17576.0","10500.0","811",""
"13017401","Porter and Chester Institute of Rocky Hill","CT","0","3","320","2131","0.738095238","","9500.0","12000.0","4939",""
"13017403","Porter and Chester Institute of Watertown","CT","0","3","320","2131","0.738095238","","9500.0","12000.0","4939",""
"13180301","Strayer University-Takoma Park Campus","DC","0","1","2036","12317","0.10497544","","6763.0","6334.0","42076",""
"445434","Everest University-Orange Park","FL","3","1","2551","7058","0.234005764","0.6108","16036.0","9500.0","14395","711"
"15631001","PJ's College of Cosmetology- Greenfield","IN","0","3","79","264","0.5","","7389.0","9500.0","509",""
"16947907","Davenport University-Midland Location","MI","0","1","730","4391","0.197222222","","15605.0","12500.0","7563",""
"445212","Paul Mitchell the School-Orlando","FL","1","3","269","1084","0.47094536","0.596","9833.0","9833.0","1708","252"
"445319","University of Phoenix-Minnesota","MN","4","1","40061","185887","0.182380398","0.7037","9500.0","9500.0","285765","153"
"444264","Cambridge Technical Institute","PR","1","3","118","138","","0.0","","","","144"
"444307","Empire Beauty School-West Mifflin","PA","1","3","84","349","0.478439425","0.6222","5080.0","5016.0","1433","109"
"444343","Advanced College","CA","2","2","44","205","0.653846154","0.7403","9082.0","9500.0","219","227"
"444361","Advanced Training Associates","CA","2","2","","","0.62962963","0.4725","6600.0","6400.0","98","103"
"444370","American Advanced Technicians Institute","FL","1","3","30","130","0.48","0.386","","","131","97"
"444398","Baptist University of the Americas","TX","3","1","","","0.368421053","0.0","","","19","189"
"444565","Culinary Institute Inc","TX","2","2","","107","0.603773585","0.8834","12731.0","12730.0","352","368"
"444583","Escuela Hotelera de San Juan","PR","1","3","181","304","0.092843327","0.2042","3500.0","3500.0","106","886"
"444644","Health Works Institute","MT","1","3","","","","0.8831","","","68","36"
"444653","In Session Arts of Cosmetology Beauty School","MI","1","3","","80","0.240740741","0.0","","","","77"
