"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level"
"164915","Boston Graduate School of Psychoanalysis Inc","MA","4","1"
"186405","St Francis Medical Center-School of Radiologic Technology","NJ","1","2"
"428268","Argosy University-Tampa","FL","4","1"
"392415","Fortis College-Houston","TX","1","2"
"245281","Traxlers School of Hair","MS","1","3"
"369686","Northwest Educational Center","TX","1","3"
"376321","EDIC College","PR","2","2"
"425250","Gwinnett College-Sandy Springs","GA","1","2"
"383251","Regency Beauty Institute-Winston-Salem","NC","1","3"
"217606","Northpoint Bible College","MA","4","1"
"233611","Southern Virginia University","VA","3","1"
"226374","Lubbock Hair Academy","TX","1","3"
"439297","University of Phoenix-Ohio","OH","4","1"
"439826","Bryan College-Gold River","CA","2","2"
"439996","Universal Therapeutic Massage Institute","NM","1","3"
"440077","National Beauty College","TX","1","3"
"440165","ITT Technical Institute-Green Bay","WI","3","1"
"434584","Ilisagvik College","AK","2","2"
"436438","Argosy University-Orange County","CA","4","1"
"440341","The Art Institute of Washington","VA","3","1"
"440642","ITT Technical Institute-Levittown","PA","2","2"
"440882","Vatterott College-Tulsa","OK","2","2"
"439491","Blue Cliff College-Lafayette","LA","1","3"
"439613","Crossroads Bible College","IN","3","1"
"439686","International Training Careers","FL","1","3"
"439774","New Concept Massage and Beauty School","FL","1","3"
"439783","New York College of Traditional Chinese Medicine","NY","4","1"
"439792","Fortis College-Orange Park","FL","2","2"
"438656","Everest Institute-Greenspoint","TX","1","3"
"440891","Vatterott College-Wichita","KS","2","2"
"438902","Everest University-Jacksonville","FL","4","1"
"438151","Stevens-Henager College","UT","4","1"
"438674","The Academy of Hair Design Six","MS","1","2"
"438805","Branford Hall Career Institute-Springfield Campus","MA","1","3"
"440730","Onondaga Cortland Madison BOCES","NY","1","3"
"440855","Milan Institute-Amarillo","TX","1","3"
"439312","Du Bois Business College-Oil City","PA","2","2"
"439446","Atlantic Institute of Oriental Medicine","FL","4","1"
"439455","ATS Institute of Technology","OH","1","2"
"200873","Allegheny Wesleyan College","OH","3","1"
"249566","TDDS Technical Institute","OH","1","3"
"132675","Bradford-Union Technical Center","FL","1","2"
"420398","Northwest Vista College","TX","2","2"
"417105","Baldwin Park Adult & Community Education","CA","1","3"
"415987","Allen School-Jamaica","NY","1","3"
"437060","Vatterott College-Oklahoma City","OK","2","2"
"437219","ITT Technical Institute-Lathrop","CA","3","1"
"437051","ITT Technical Institute-Richmond","VA","3","1"
"431983","Yeshiva of the Telshe Alumni","NY","0","1"
"436100","Mr Leon's School of Hair Design-Lewiston","ID","1","2"
"436836","University of Connecticut-Stamford","CT","4","1"
"438258","Carrington College-Pleasant Hill","CA","2","2"
"438337","Modern Hairstyling Institute-Carolina","PR","1","3"
"438647","Everest College-Chesapeake","VA","2","2"
"437608","Advanced Barber College and Hair Design","TX","1","3"
"438212","McCann School of Business & Technology","PA","2","2"
"437316","Linfield College-School of Nursing","OR","3","1"
"438285","Florida College of Natural Health-Maitland","FL","2","2"
"433040","Monty Tech","MA","1","3"
"433138","Wayne County Schools Career Center","OH","1","3"
"410788","Lincoln Technical Institute-Hartford","CT","1","3"
"382416","Greater Lowell Technical School","MA","1","3"
"260664","Diesel Driving Academy-Shreveport","LA","1","3"
"117575","Southern California Seminary","CA","4","1"
"433660","Florida Gulf Coast University","FL","4","1"
"434575","ITT Technical Institute-Liverpool","NY","2","2"
"436021","Montessori Institute of Milwaukee","WI","4","1"
"436641","Fortis College-Foley","AL","1","3"
"434344","Toni & Guy Hairdressing Academy-Worcester","MA","1","3"
"434414","Michigan Jewish Institute","MI","3","1"
"434432","Myotherapy Institute","NE","2","2"
"434441","Florida College of Integrative Medicine","FL","4","1"
"434159","Lincoln College of Technology-Marietta","GA","2","2"
"434274","Academy of Hair Design-Lufkin","TX","1","3"
"434283","Academy of Hair Design-Beaumont","TX","1","3"
"219392","Sanford Medical Center","SD","1","2"
"228884","Texas College","TX","3","1"
"430087","Colorado Technical University-Greenwood Village","CO","4","1"
"429599","ITT Technical Institute-Henderson","NV","3","1"
"369002","Massachusetts School of Law","MA","4","1"
"405854","Rabbinical College of Ohr Shimon Yisroel","NY","3","1"
"397270","Bristol University","CA","4","1"
"384412","University of the Potomac-Washington DC Campus","DC","4","1"
"430254","Virginia School of Massage","VA","1","3"
"434140","Pima Medical Institute-Chula Vista","CA","2","2"
"434362","Northwest HVAC/R Training Center","WA","1","3"
"434380","L T International Beauty School","PA","1","3"
"434502","Cosmetology Career Institute","TX","1","3"
"434520","Branford Hall Career Institute-Southington Campus","CT","1","3"
"433563","Spencerian College-Lexington","KY","2","2"
"433068","Okaloosa Technical College","FL","1","2"
"433174","Carolinas College of Health Sciences","NC","2","2"
"433420","Santa Barbara Business College-Ventura","CA","4","1"
"434308","Baltimore School of Massage-Linthicum","MD","1","3"
"432241","University of Phoenix-Oregon","OR","4","1"
"162335","Delmarva Beauty Academy","MD","1","3"
"180391","Modern Beauty School Inc","MT","1","2"
"122117","Dongguk University-Los Angeles","CA","4","1"
"122375","San Diego Mesa College","CA","2","2"
"126854","Empire Beauty School-Lakewood","CO","1","2"
