"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.completion.completion_rate_4yr_100nt","2013.completion.transfer_rate.4yr.full_time","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"183822","Bloomfield College","NJ","4","1","70","690","0.248968363","0.1438","0.0","0.8211","14000.0","14312.5","1398","1906"
"184205","Cumberland County College","NJ","2","2","185","941","0.057823129","","","0.2054","6388.0","5500.0","1211","3814"
"183974","Centenary University","NJ","4","1","52","774","0.520787746","0.56","0.0","0.5817","17500.0","15000.0","1087","1708"
"183150","Great Bay Community College","NH","2","2","87","653","0.22591944","","","0.4621","6367.0","5500.0","1316","1890"
"183202","Paul Mitchell the School-Portsmouth","NH","1","3","","","","","","0.3333","","","38","26"
"181880","Academy of Hair Design-Las Vegas","NV","1","2","70","201","0.725490196","","","0.6836","","","237","154"
"423980","Le Cordon Bleu College of Culinary Arts-Pasadena","CA","2","2","303","1633","0.659222498","","","0.7254","9500.0","9500.0","4601","1739"
"436599","FINE Mortuary College","MA","2","2","","","0.457142857","","","0.7538","11172.0","11807.0","55","76"
"436650","Medical Training College","LA","1","3","59","265","0.609230769","","","0.6028","4631.0","4619.5","463","98"
"437042","ITT Technical Institute-Saint Rose","LA","3","1","974","5336","0.370388079","0.0769","0.0","0.7736","12667.0","11834.0","71736","470"
"436483","National American University-Bloomington","MN","3","1","555","3009","0.130868444","0.1429","0.0","0.9129","8671.5","6252.0","13494","509"
"434566","ITT Technical Institute-Albany","NY","2","2","974","5336","0.370388079","","","0.8464","12667.0","11834.0","71736","253"
"436012","Franklin Career Institute","NY","1","3","143","461","0.038147139","","","0.0","","","","711"
"436270","Utah College of Massage Therapy-Utah Valley","UT","1","3","795","2933","0.507025291","","","0.8909","7855.0","8193.0","3863","158"
"434812","Centura College-North Charleston","SC","1","3","149","634","0.663793103","","","0.1674","9500.0","9500.0","406","43"
"436465","Dewey University-Bayamon","PR","1","2","2456","3191","0.050090369","","","0.0","","","","307"
"434016","Little Priest Tribal College","NE","2","2","","52","","","","0.0","","","","132"
"399212","Santiago Canyon College","CA","2","2","129","680","0.137844612","","","0.0111","4500.0","4500.0","289","11153"
"242583","Instituto Tecnologico de Puerto Rico-Recinto de San Juan","PR","2","2","741","1573","","","","0.0","","","","650"
"242556","Instituto Tecnologico de Puerto Rico-Recinto de Guayama","PR","2","2","741","1573","","","","0.0","","","","861"
"436818","University of Connecticut-Tri-Campus","CT","4","1","297","4701","0.681223785","0.2729","0.2829","0.4705","18400.0","17611.5","8639","2382"
"153463","American Hair Academy","IA","1","2","","","0.588235294","","","0.7907","","","37","32"
"121983","Argosy University-San Francisco Bay Area","CA","4","1","560","2587","0.116635839","","","0.7945","6569.0","6334.0","29626","168"
"149499","Tri-County Beauty Academy","IL","1","3","","","","","","0.6667","","","22","14"
"406149","Sarasota School of Massage Therapy","FL","1","3","","94","0.62195122","","","0.5906","7705.0","7705.0","102","77"
"432223","University of Phoenix-Washington","WA","4","1","40061","185887","0.182380398","0.0","0.0","0.6518","9500.0","9500.0","285765","566"
"434672","The Community College of Baltimore County","MD","2","2","746","3943","0.126304802","","","0.1874","5773.0","5500.0","6508","22657"
"436827","University of Connecticut-Avery Point","CT","4","1","297","4701","0.681223785","0.2941","0.3122","0.4771","18400.0","17611.5","8639","645"
"115746","Pacifica Graduate Institute","CA","4","1","","","","","","","","","",""
"438504","Universal Technical Institute of California Inc","CA","1","2","900","9641","0.617686576","","","0.6807","12000.0","13138.0","10673","2466"
"437705","Monteclaro Escuela de Hoteleria y Artes Culinarias","PR","1","2","","","","","","0.0","","","","11"
"437750","Professional Golfers Career College","CA","2","2","32","210","0.755775578","","","0.4825","","","248","265"
"438197","Everest Institute-Jonesboro","GA","1","3","698","2712","0.674369748","","","0.5322","9500.0","9118.0","2751","406"
"436003","Central Career Institute LLC","NJ","1","3","","81","0.293785311","","","0.6908","6970.0","6650.5","242","161"
"436182","Vatterott College-St Joseph","MO","2","2","194","1072","0.515845929","","","0.3333","12999.0","13291.0","2228","231"
"436261","Southwest Acupuncture College-Boulder","CO","4","1","","","","","","","","","14",""
"438267","Ridley-Lowell Business & Technical Institute-Poughkeepsie","NY","1","3","104","413","0.590192645","","","0.8552","9123.0","9636.0","1307","376"
"438498","Stratford University","VA","4","1","52","369","0.304940375","0.0","0.0","0.7676","12500.0","9500.0","2023","2271"
"438735","Aviation Institute of Maintenance-Indianapolis","IN","1","2","42","220","0.39","","","0.456","","","235","157"
"439118","Carrington College-Spokane","WA","2","2","446","1574","0.718975706","","","0.5375","8818.0","8786.0","1271","538"
"172927","American Indian OIC Inc","MN","1","3","","","","","","0.0","","","","136"
"454333","Regency Beauty Institute-Pasadena","TX","1","3","431","2466","0.504464286","","","0.8151","9357.0","9500.0","11714","85"
"454379","Regency Beauty Institute-Flint","MI","1","3","431","2466","0.504464286","","","0.781","9357.0","9500.0","11714","130"
"454388","Regency Beauty Institute-Grand Rapids","MI","1","3","431","2466","0.504464286","","","0.7172","9357.0","9500.0","11714","87"
"454494","Regency Beauty Institute-Charlotte","NC","1","3","431","2466","0.504464286","","","0.8319","9357.0","9500.0","11714","62"
"454519","Regency Beauty Institute-Columbus","OH","1","3","431","2466","0.504464286","","","0.7988","9357.0","9500.0","11714","92"
"454537","The Salon Professional Academy-Appleton","WI","1","2","","","0.762711864","","","0.3482","","","57","61"
"454573","Milan Institute of Cosmetology-Visalia","CA","1","3","238","759","0.573248408","","","0.618","9500.0","9500.0","3049","276"
"454582","Ottawa University-Online","KS","4","1","119","1097","0.357072206","","","0.6218","12077.0","11166.0","2764","379"
"454591","Broadview University-Orem","UT","3","1","130","672","0.305068226","","","0.8084","14069.0","7398.0","1136","118"
"454607","Paul Mitchell the School-Esani","GA","1","3","27","92","0.62631579","","","0.6188","","","276","211"
"452054","Le Cordon Bleu College of Culinary Arts-Cambridge","MA","2","2","365","2151","0.523943662","","","0.5845","8750.0","7955.0","4073","488"
"452115","Virginia College-Montgomery","AL","2","2","2241","8792","0.321583447","","","0.7619","9500.0","9500.0","29763","656"
"452124","Fortis Institute-Nashville","TN","2","2","381","1957","0.630264629","","","0.7285","9500.0","9500.0","2798","346"
"453109","Pinnacle Career Institute-North Kansas City","MO","2","2","198","859","0.472012103","","","0.7255","9500.0","10072.0","1807","161"
"454227","Chamberlain College of Nursing-Illinois","IL","4","1","120","2104","0.521189417","","","0.6887","17750.0","15625.0","12901","10778"
