"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.completion.completion_rate_4yr_100nt","2013.completion.transfer_rate.4yr.full_time","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"207272","Beauty Technical College Inc","OK","1","3","","","","","","0.1385","","","20","24"
"207306","Northwestern Oklahoma State University","OK","4","1","87","661","0.265164645","0.1311","0.2195","0.4301","7497.5","5969.0","1073","2005"
"207315","Oklahoma State University Center for Health Sciences","OK","4","1","","","","","","","","","",""
"207342","University of Oklahoma-Health Sciences Center","OK","4","1","375","4637","0.50134573","","","0.6377","14000.0","12500.0","8537","818"
"206048","Tiffin University","OH","4","1","62","707","0.18427371","0.3377","0.4221","0.7577","10317.5","9500.0","5102","3309"
"206172","Tri-County Adult Career Center","OH","1","2","","","","","","0.0","","","","129"
"206215","Trinity Lutheran Seminary","OH","4","1","","","","","","","","","",""
"206288","United Theological Seminary","OH","4","1","","","","","","","","","",""
"206349","Ursuline College","OH","4","1","29","381","0.322884013","0.2818","0.0","0.7725","23937.5","25000.0","675","798"
"206437","Walsh University","OH","4","1","32","723","0.562218891","0.4371","0.0","0.8373","19500.0","19316.5","1388","2280"
"206817","Bacone College","OK","3","1","80","622","0.098039216","0.0","0.0","0.9001","10983.0","9500.0","940","891"
"205124","Rabbinical College Telshe","OH","4","1","","","","0.0","0.6667","0.0","","","","56"
"205957","Franciscan University of Steubenville","OH","4","1","90","654","0.706099815","0.6078","0.0","0.7649","20750.0","15625.0","1100","2055"
"206507","Wilmington College","OH","3","1","43","616","0.511261261","0.3309","0.0","0.7822","20000.0","17193.0","872","1163"
"206835","Oklahoma Wesleyan University","OK","4","1","37","527","0.55408971","0.4954","0.0","0.8123","16310.0","12498.0","832","1110"
"204626","Brightwood College-Dayton","OH","2","2","294","1198","0.563235294","","","0.5853","8897.0","9492.0","670","404"
"210711","The  Beauty Institute","PA","1","3","33","99","0.541176471","","","0.9444","","","144","59"
"210748","Altoona Beauty School Inc","PA","1","3","","61","0.650793651","","","0.7576","","","132","68"
"210775","Alvernia University","PA","4","1","70","816","0.514705882","0.3543","0.3709","0.6131","20000.0","19500.0","1313","2169"
"209676","Phagans Central Oregon Beauty College","OR","1","2","","101","0.742574257","","","0.803","","","159","133"
"209700","Phagans School of Hair Design","OR","1","2","","56","0.636363636","","","0.7277","","","195","176"
"209825","University of Portland","OR","4","1","45","854","0.779160187","0.6978","0.0","0.5196","22000.0","20750.0","1306","3468"
"210234","Treasure Valley Community College","OR","2","2","152","792","0.122541604","","","0.6451","7125.0","6334.0","2313","2273"
"208053","High Plains Technology Center","OK","1","3","","55","","","","0.0","","","","82"
"208275","Blue Mountain Community College","OR","2","2","129","540","0.176674365","","","0.2017","7721.0","6500.0","917","1550"
"210155","Southwestern Oregon Community College","OR","2","2","140","659","0.189705882","","","0.3847","6333.0","5544.0","1025","1633"
"209065","Linfield College-McMinnville Campus","OR","3","1","51","873","0.599697885","0.5903","0.0","0.6392","21191.5","20870.0","1561","1641"
"210270","Umpqua Community College","OR","2","2","249","836","0.186562296","","","0.4501","7000.0","6000.0","1782","1409"
"209056","Lewis & Clark College","OR","4","1","49","533","0.703947368","0.668","0.0","0.6158","16805.0","17426.0","671","1985"
"208479","Concorde Career College-Portland","OR","2","2","210","897","0.785864979","","","0.5831","9499.0","9500.0","1277","925"
"207962","Tulsa Welding School-Tulsa","OK","2","2","366","1806","0.676794133","","","0.6426","9500.0","9500.0","3066","1094"
"211149","Bidwell Training Center Inc","PA","2","2","","","","","","0.0","","","","159"
"211158","Bloomsburg University of Pennsylvania","PA","4","1","133","2497","0.534545455","0.4229","0.0","0.6848","17750.0","15000.0","4717","9245"
"211307","Bucks County Community College","PA","2","2","190","1425","0.200992556","","","0.1634","5500.0","5000.0","2384","9347"
"212984","Holy Family University","PA","4","1","44","733","0.530755712","0.3754","0.2935","0.7181","20688.0","22500.0","1331","2018"
"211608","Cheyney University of Pennsylvania","PA","4","1","57","516","0.160747664","0.0935","0.0","0.8636","14250.0","12250.0","1029","1178"
"211583","Chestnut Hill College","PA","4","1","57","515","0.543165468","0.2692","0.4103","0.833","21500.0","18625.0","1140","1510"
"212197","Elizabethtown College","PA","4","1","37","682","0.707846411","0.7064","0.0","0.7321","23190.0","21500.0","1235","1808"
"212869","Harcum College","PA","2","2","57","439","0.419811321","","","0.7971","12667.0","9500.0","1400","1603"
"212212","Empire Beauty School-State College","PA","1","3","82","271","0.501712329","","","0.6351","7903.0","7355.5","1028","39"
"212267","Empire Beauty School-York","PA","1","3","101","320","0.496363636","","","0.627","5935.0","4822.5","1341","135"
"211635","Citizens School of Nursing","PA","1","2","","108","0.696629214","","","0.9063","12000.0","10500.0","180","181"
"211909","Dean Institute of Technology","PA","2","2","26","90","0.706896552","","","0.8323","","","208","163"
"212300","Empire Beauty School-Pottsville","PA","1","3","82","271","0.501712329","","","0.7209","7903.0","7355.5","1028","57"
"204264","Muskingum University","OH","4","1","36","611","0.420262664","0.2907","0.0","0.8113","18750.0","12500.0","1126","1641"
"203881","Marion Technical College","OH","2","2","124","640","0.086070215","","","0.284","6000.0","3871.0","1079","2047"
"203757","Lourdes University","OH","4","1","78","572","0.252554745","0.0667","0.3592","0.823","17191.5","13875.0","1520","1747"
"204468","Notre Dame College","OH","4","1","36","614","0.222551929","0.1826","0.0","0.7526","12500.0","9500.0","1414","1792"
"203146","Hobart Institute of Welding Technology","OH","1","3","","210","0.77540107","","","0.4084","","","342","285"
"203225","American School of Technology","OH","1","3","103","372","0.680693069","","","0.9223","8750.0","9500.0","328","250"
"202055","Cleveland Institute of Dental-Medical Assistants-Cleveland","OH","1","3","153","768","0.779769526","","","0.8253","9500.0","9500.0","882","113"
"203960","Mercy College of Ohio","OH","3","1","","366","0.589498807","0.5882","0.0189","0.7651","19000.0","16355.0","867","1192"
"203331","Eastern Gateway Community College","OH","2","2","135","552","0.165300546","","","0.3262","3920.0","3857.0","1387","2365"
"202046","Cleveland Institute of Art","OH","3","1","","154","0.630434783","0.5361","0.0","0.7824","27000.0","27000.0","304","556"
"203535","Kenyon College","OH","3","1","","214","0.841584158","0.8624","0.0","0.5195","15818.5","17500.0","382","1694"
"210942","The Art Institute of Philadelphia","PA","3","1","359","2115","0.319760479","0.2132","0.0185","0.877","11334.0","9500.0","3321","2494"
"211352","Cabrini University","PA","4","1","42","628","0.537234043","0.3938","0.0","0.625","15000.0","14500.0","906","1286"
"211431","Carlow University","PA","4","1","41","566","0.470588235","0.4673","0.0","0.6302","19313.0","17701.0","1080","1496"
"210340","College of Cosmetology","OR","1","2","","","0.632653061","","","0.6897","","","129","93"
"210483","Keystone Technical Institute","PA","2","2","40","181","0.547945206","","","0.7206","7982.5","7579.0","454","313"
"210906","The Art Institutes of York-PA","PA","3","1","63","603","0.435233161","","0.0056","0.9025","20039.0","23887.5","522","462"
"209603","Pacific Northwest College of Art","OR","4","1","38","218","0.31372549","0.2889","0.0","0.8789","19000.0","20535.5","281","413"
"211200","Bradford School","PA","2","2","53","504","0.703296703","","","0.9419","11975.5","12000.0","508","439"
"211006","Automotive Training Center-Exton","PA","1","2","100","656","0.636956522","","","0.7195","13977.0","14109.0","754","354"
"210951","Career Training Academy-Lower Burrell","PA","2","2","47","213","0.701492537","","","0.6386","8858.0","6333.0","430","163"
"211334","Butler Beauty Academy","PA","1","3","35","129","0.677419355","","","0.4487","","","158","52"
"215336","Beaver Falls Beauty Academy","PA","1","3","","","0.564516129","","","0.7627","","","85","49"
"215424","Pittsburgh Theological Seminary","PA","4","1","","","","","","","","","",""
"215530","The Salon Professional Academy-Altoona","PA","1","3","","","0.666666667","","","0.6379","","","47","29"
"215628","Reformed Presbyterian Theological Seminary","PA","4","1","","","","","","","","","","3"
"215637","The Restaurant School at Walnut Hill College","PA","3","1","44","365","0.303317536","0.0","0.0","0.7606","12000.0","12000.0","396","427"
"215743","Saint Francis University","PA","4","1","26","590","0.592274678","0.5707","0.0","0.6303","26429.5","21500.0","913","1665"
"215646","Brightwood Career Institute-Broomall","PA","2","2","679","3074","0.43220339","","","0.2072","9377.0","8048.0","863","510"
"215691","Rosemont College","PA","4","1","","137","0.299610895","0.4559","0.25","0.8416","23811.0","14750.0","387","511"
"216366","Thomas Jefferson University","PA","4","1","34","712","0.769053118","","","0.6208","12500.0","12500.0","889","664"
"214892","Penn Commercial Business/Technical School","PA","2","2","101","404","0.540983607","","","0.9424","11239.0","9500.0","458","346"
"216287","Swarthmore College","PA","3","1","","170","0.88172043","0.8877","0.0","0.2616","16254.0","17732.0","289","1524"
"215992","Laurel Technical Institute","PA","2","2","46","110","0.440191388","","","0.8566","9639.0","11349.0","385","285"
"212391","Empire Beauty School-Reading","PA","1","3","101","320","0.496363636","","","0.5775","5935.0","4822.5","1341","104"
"213446","Lancaster Theological Seminary","PA","4","1","","","","","","","","","",""
"213631","Lutheran Theological Seminary at Gettysburg","PA","4","1","","","","","","","","","",""
"216764","West Chester University of Pennsylvania","PA","4","1","209","3307","0.530753968","0.4384","0.0","0.6315","18957.0","18229.0","6353","13456"
"216038","Slippery Rock University of Pennsylvania","PA","4","1","135","2733","0.550955414","0.3979","0.0","0.7326","19500.0","19082.0","4563","7544"
"216825","Westmoreland County Community College","PA","2","2","324","1959","0.009294466","","","0.34","4578.0","3899.5","3018","5471"
"236744","Stylemaster College of Hair Design","WA","1","3","","60","0.565789474","","","0.7093","","","162","102"
"236753","Tacoma Community College","WA","2","2","376","1437","0.175093633","","","0.2472","7000.0","6326.0","3189","5262"
"234030","Virginia Commonwealth University","VA","4","1","395","5092","0.532378855","0.2969","0.0","0.5255","17812.5","15841.0","10325","22049"
"236610","Shoreline Community College","WA","2","2","221","1024","0.127272727","","","0.1708","5792.0","5500.0","1468","2927"
