"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.completion.completion_rate_4yr_100nt","2013.completion.transfer_rate.4yr.full_time","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"214829","Pennsylvania State University-Penn State York","PA","3","1","1399","20915","0.551709217","0.2724","0.0","0.5671","19500.0","19500.0","34627","943"
"214731","Pennsylvania State University-Penn State Brandywine","PA","3","1","1399","20915","0.551709217","0.1699","0.0","0.6186","19500.0","19500.0","34627","1327"
"214795","Pennsylvania State University-Penn State Mont Alto","PA","3","1","1399","20915","0.551709217","0.3257","0.0","0.6989","19500.0","19500.0","34627","911"
"214810","Pennsylvania State University-Penn State Schuylkill","PA","3","1","1399","20915","0.551709217","0.2448","0.0","0.7716","19500.0","19500.0","34627","796"
"214786","Pennsylvania State University-Penn State Greater Allegheny","PA","3","1","1399","20915","0.551709217","0.2449","0.0","0.7543","19500.0","19500.0","34627","588"
"215293","University of Pittsburgh-Pittsburgh Campus","PA","4","1","456","7047","0.629524486","0.6445","0.0","0.5513","20500.0","20500.0","11441","18304"
"215123","Philadelphia College of Osteopathic Medicine","PA","4","1","","187","","","","","4000.0","2000.0","368",""
"215275","University of Pittsburgh-Greensburg","PA","3","1","456","7047","0.629524486","0.3313","0.0","0.7191","20500.0","20500.0","11441","1677"
"215026","Pennsylvania Institute of Taxidermy Inc","PA","1","3","","","","","","0.72","","","21","6"
"215105","The University of the Arts","PA","4","1","78","885","0.595785441","0.5704","0.0","0.6763","25000.0","24000.0","1109","1865"
"213358","La Roche College","PA","4","1","43","468","0.540697674","0.3275","0.3231","0.7718","16697.0","17750.0","748","1344"
"213251","Juniata College","PA","4","1","","350","0.692041523","0.7188","0.0","0.6893","26933.0","26938.0","602","1503"
