"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.completion.completion_rate_4yr_100nt","2013.completion.transfer_rate.4yr.full_time","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"166638","University of Massachusetts-Boston","MA","4","1","341","3066","0.067717664","0.1517","0.3379","0.5642","13250.0","13000.0","6395","11786"
"166045","Hebrew College","MA","4","1","","","","","","0.2857","","","","4"
"166054","Hellenic College-Holy Cross Greek Orthodox School of Theology","MA","4","1","","","","0.0588","0.0","0.5341","","","36","92"
"166133","Holyoke Community College","MA","2","2","394","2044","0.216294458","","","0.2862","4340.0","4000.0","2656","6370"
"166647","Massachusetts Bay Community College","MA","2","2","165","1014","0.187449063","","","0.2607","4250.0","4400.0","1592","4573"
"166948","Mount Ida College","MA","4","1","41","649","0.355932203","0.2911","0.0","0.7741","21739.0","11000.0","876","1261"
"166452","Lesley University","MA","4","1","52","648","0.433333333","0.3466","0.0","0.6356","17131.0","16708.5","1154","1785"
"166717","William James College","MA","4","1","","","","","","","","","",""
"166850","Merrimack College","MA","4","1","25","576","0.682080925","0.5355","0.0","0.735","19500.0","17500.0","1104","2722"
"166939","Mount Holyoke College","MA","4","1","64","402","0.766055046","0.7563","0.1442","0.4533","","","786","2154"
"166984","School of the Museum of Fine Arts at Tufts University","MA","4","1","33","189","0.472868217","0.5185","0.0","0.5808","14000.0","13750.0","249","389"
"163408","Montgomery Beauty School","MD","1","3","65","167","0.377952756","","","0.5513","","","409","134"
"166975","Cortiva Institute-Boston","MA","1","3","27","160","0.780898876","","","0.4027","7917.0","7889.5","188","210"
"167297","North Bennet Street School","MA","1","2","","78","","","","0.5739","11000.0","11000.0","104","161"
"167376","Northern Essex Community College","MA","2","2","274","1739","0.194525904","","","0.2505","4500.0","3868.5","2390","6746"
"168430","Worcester State University","MA","4","1","79","1236","0.419499106","0.3422","0.2714","0.5427","13075.0","10000.0","2334","5033"
"168263","Westfield State University","MA","4","1","75","1573","0.597810219","0.4393","0.0","0.6121","15000.0","14500.0","3024","5524"
