"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"126863","Community College of Aurora","CO","2","2","238","1219","0.146445296","0.2727","5000.0","4750.0","3539","5694"
"127556","Colorado Mesa University","CO","4","1","272","1866","0.229770662","0.576","9500.0","8112.0","5366","8733"
"126580","University of Colorado Colorado Springs","CO","4","1","220","1671","0.424327354","0.5042","10500.0","10000.0","4216","8888"
"127185","Fort Lewis College","CO","3","1","117","1123","0.33106576","0.4633","9617.5","9250.0","1898","3859"
"126702","The Art Institute of Colorado","CO","3","1","223","1252","0.276327633","0.7743","12000.0","9500.0","2286","1794"
"126979","Denver Seminary","CO","4","1","","","","","","","",""
"127060","University of Denver","CO","4","1","138","1413","0.66481069","0.3973","19500.0","17000.0","1858","5505"
"126669","Colorado Christian University","CO","4","1","120","757","0.248357424","0.647","8002.0","7001.0","2818","3614"
"127228","Hair Dynamics Education Center","CO","1","2","29","160","0.722222222","0.5977","","","223","174"
"127389","Lamar Community College","CO","2","2","60","282","0.145762712","0.2511","6500.5","5500.0","367","538"
"126775","Colorado School of Mines","CO","4","1","53","755","0.657856094","0.4771","22500.0","21000.0","1329","4197"
"116846","American Jewish University","CA","4","1","","","0.606060606","0.35","15125.0","12000.0","49","109"
"117052","Reedley College","CA","2","2","669","2655","0.088157895","0.0008","3500.0","3500.0","546","12081"
"114840","Fuller Theological Seminary in California","CA","4","1","","","","","","","",""
"114859","Fullerton College","CA","2","2","433","2215","0.029293864","0.0235","4750.0","4750.0","1032","22295"
"120342","Orange Coast College","CA","2","2","386","1894","0.092367906","0.02","4000.0","4000.0","877","20521"
"115755","Humboldt State University","CA","4","1","304","2015","0.41493543","0.605","13309.5","13447.0","3655","7748"
"119605","National University","CA","4","1","328","2911","0.350767085","0.3903","12350.5","12500.0","7527","9788"
"117690","Los Angeles Harbor College","CA","2","2","279","1255","0.100115075","0.0146","3500.0","3500.0","268","8719"
