"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"461856","Southern California Health Institute","CA","1","3","","","","0.774","9500.0","9500.0","592","272"
"461874","First Class Cosmetology School","WI","1","2","","","","0.9704","","","111","66"
"461926","Taylor Andrews Academy-St George","UT","1","3","","","","0.9135","","","117","120"
"461999","Elite School of Cosmetology","OH","1","2","","","","1.0","","","56","34"
"462026","Hair Academy","AL","1","3","","","","0.0","","","","13"
"462318","National Personal Training Institute of Colorado","CO","1","3","","","","0.5547","6333.0","6333.0","129","115"
"462327","National Personal Training Institute of Colorado","CO","1","3","","","","0.3636","6333.0","6333.0","129","78"
"462354","John Paul the Great Catholic University","CA","4","1","","","","0.5362","8250.0","13000.0","64","189"
"462363","ITT Technical Institute-Durham","NC","2","1","974","5336","0.370388079","0.876","12667.0","11834.0","71736","168"
"466161","National American University-Centennial","CO","3","1","555","3009","0.130868444","0.8473","8671.5","6252.0","13494","139"
"467094","Continental School of Beauty Culture-Mattydale","NY","1","3","122","533","0.588235294","0.6388","6333.0","9500.0","1136","272"
"467526","Regency Beauty Institute-Baltimore Golden Ring","MD","1","3","431","2466","0.504464286","0.8319","9357.0","9500.0","11714","68"
"467535","Regency Beauty Institute-El Paso","TX","1","3","431","2466","0.504464286","0.8264","9357.0","9500.0","11714","128"
"467605","Regency Beauty Institute-Manassas","VA","1","3","431","2466","0.504464286","0.7101","9357.0","9500.0","11714","90"
"467632","Regency Beauty Institute-Round Rock","TX","1","3","431","2466","0.504464286","0.8402","9357.0","9500.0","11714","119"
"467641","Regency Beauty Institute-Merrillville","IN","1","3","431","2466","0.504464286","0.756","9357.0","9500.0","11714","146"
"467678","Regency Beauty Institute-SW Houston","TX","1","3","431","2466","0.504464286","0.8224","9357.0","9500.0","11714","89"
"467784","Everest College-Atlanta West","GA","1","3","312","1231","0.688235294","0.636","9500.0","9500.0","2675","634"
"467793","Broadview University-Boise","ID","3","1","130","672","0.305068226","0.7891","14069.0","7398.0","1136","136"
"468006","South University-Accelerated Graduate Programs","GA","4","1","1453","6642","0.109940716","","6332.0","6334.0","26241",""
"468024","South University-Novi","MI","4","1","1453","6642","0.109940716","0.7766","6332.0","6334.0","26241","354"
"468398","Harrison College-Morrisville","NC","2","2","715","3526","0.269674711","0.849","9500.0","7684.0","6767","203"
"468723","National University College-Caguas","PR","3","1","1971","3134","0.099647027","0.4512","3833.5","3500.0","5104","920"
"468769","CET-Soledad","CA","1","3","899","3007","0.597858198","0.1923","4750.0","5277.0","2848","97"
"468875","Houston Training Schools-Southwest","TX","1","3","202","612","","0.0","","","","205"
"469133","Utah College of Massage Therapy-Tempe","AZ","1","3","795","2933","0.507025291","0.8696","7855.0","8193.0","3863","326"
"469142","Utah College of Massage Therapy-Phoenix","AZ","1","3","795","2933","0.507025291","0.881","7855.0","8193.0","3863","459"
"469151","Utah College of Massage Therapy-Westminster","CO","1","3","795","2933","0.507025291","0.8807","7855.0","8193.0","3863","191"
"469647","Star Career Academy-Clifton","NJ","1","3","79","297","0.579842137","0.4599","8934.0","7916.0","3936","229"
"469911","Unitech Training Academy-Alexandria","LA","1","3","213","902","0.510579577","0.8649","5422.0","4750.0","2033","78"
"469957","Aveda Institute-Los Angeles","CA","1","3","","","0.657777778","0.6607","","","380","175"
"469993","Buchanan Beauty College of Tullahoma","TN","1","3","","","0.395348837","0.6857","","","63","19"
"470223","Regina's College of Beauty","GA","1","3","","","0.299401198","1.0","6522.5","8500.0","263","23"
"470870","ITT Technical Institute-Brooklyn Center","MN","2","1","974","5336","0.370388079","0.8254","12667.0","11834.0","71736","159"
"470889","ITT Technical Institute-Orlando","FL","3","1","974","5336","0.370388079","0.8298","12667.0","11834.0","71736","377"
"470904","ITT Technical Institute-Myrtle Beach","SC","3","1","974","5336","0.370388079","0.8222","12667.0","11834.0","71736","216"
"474890","CollegeAmerica-Phoenix","AZ","3","1","76","259","0.465934066","0.8734","16713.5","9500.0","1115","200"
"474924","Avalon School of Cosmetology-Layton","UT","1","3","46","153","0.514435696","0.813","9738.5","10555.0","1080","172"
"474942","Hair Design Institute","FL","1","3","63","208","0.779816514","0.5284","7167.0","7788.0","637","122"
"475060","Miller-Motte Technical College-Macon","GA","2","2","420","1894","0.327710843","0.9313","9500.0","9433.5","6498","350"
"475079","Miller-Motte Technical College-Gulfport","MS","2","2","420","1894","0.327710843","0.91","9500.0","9433.5","6498","237"
"475291","Sanford-Brown College-Brooklyn Center","MN","3","1","114","1029","0.357594937","0.9514","19776.0","25324.0","750","144"
"13017406","Porter and Chester Institute of Canton","MA","0","3","320","2131","0.738095238","","9500.0","12000.0","4939",""
"14736902","Moody Bible Institute-Spokane","WA","0","1","","","0.245454546","","","","",""
"15085301","PJ's College of Cosmetology- Brownsburg","IN","0","3","25","79","0.492647059","","","","165",""
"15085303","PJ's College of Cosmetology- Jeffersonville","IN","0","3","25","79","0.492647059","","","","165",""
"437097","University of Management and Technology","VA","4","1","","","","0.0504","3787.5","2921.5","88","781"
"442569","Grantham University","KS","4","1","","","0.612903226","0.1936","4750.0","4750.0","7755","9521"
"381866","Healing Arts Institute","CO","1","3","","","","0.3651","","","53","50"
"147369","Moody Bible Institute","IL","4","1","","","0.245454546","0.0","","","","3019"
"401339","Coast Career Institute","CA","1","2","","","0.360522023","0.1109","5839.0","5484.5","200","169"
"414869","Tricoci University of Beauty Culture-Indianapolis","IN","1","3","","","0.737704918","0.627","","","183","111"
"453552","Harris School of Business-Hamilton Campus","NJ","1","3","323","1448","0.58681672","0.4817","7766.0","7289.0","2816","352"
"454236","Chamberlain College of Nursing-Ohio","OH","3","1","120","2104","0.521189417","0.8818","17750.0","15625.0","12901","666"
"454315","Regency Beauty Institute-Fort Collins","CO","1","2","431","2466","0.504464286","0.7838","9357.0","9500.0","11714","89"
"454342","Regency Beauty Institute-Dayton","OH","1","3","431","2466","0.504464286","0.8269","9357.0","9500.0","11714","87"
"454397","Regency Beauty Institute-Cypresswood","TX","1","3","431","2466","0.504464286","0.7907","9357.0","9500.0","11714","117"
"454467","Regency Beauty Institute-Austin","TX","1","3","431","2466","0.504464286","0.828","9357.0","9500.0","11714","95"
"454476","Regency Beauty Institute-Mesa","AZ","1","3","431","2466","0.504464286","0.8621","9357.0","9500.0","11714","61"
"454485","Regency Beauty Institute-Nashville","TN","1","3","431","2466","0.504464286","0.8594","9357.0","9500.0","11714","28"
"454546","Milan Institute of Cosmetology-Fairfield","CA","1","3","238","759","0.573248408","0.3434","9500.0","9500.0","3049","98"
"454555","Milan Institute of Cosmetology-Reno","NV","1","2","238","759","0.573248408","0.4463","9500.0","9500.0","3049","224"
"454616","Institute of Production and Recording","MN","2","1","","","0.630188679","0.71","12000.0","12000.0","346","233"
"450988","Coastline Beauty College","CA","1","3","","50","","0.0","","","","197"
