"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.completion.completion_rate_4yr_100nt","2013.completion.transfer_rate.4yr.full_time","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"167321","The New England Institute of Art","MA","3","1","118","1059","0.342301943","0.2716","0.0048","0.8175","19138.0","13000.0","1064","779"
"167871","Southeastern Technical Institute","MA","1","3","","110","0.798165138","","","0.6978","5947.5","7980.0","169","112"
"168148","Tufts University","MA","4","1","82","894","0.880837359","0.8715","0.038","0.301","16699.5","16250.0","1201","5146"
"166027","Harvard University","MA","4","1","201","1953","0.793275218","0.8654","0.0","0.029","6000.0","7500.0","800","7278"
"165699","Endicott College","MA","4","1","28","658","0.699421965","0.6504","0.0","0.6392","23250.0","19500.0","1159","2621"
"167783","Simmons College","MA","4","1","43","693","0.771371769","0.661","0.2495","0.7305","","","1028","1710"
"167394","College of Our Lady of the Elms","MA","4","1","26","346","0.579136691","0.5697","0.0","0.7287","20500.0","19875.0","824","1308"
"165936","Gordon College","MA","4","1","25","416","0.573065903","0.5815","0.0","0.7229","20766.5","21602.5","732","1681"
"167835","Smith College","MA","4","1","85","632","0.87473904","0.8232","0.0","0.5428","","","982","2606"
"166692","Massachusetts Maritime Academy","MA","4","1","","367","0.657894737","0.4924","0.0265","0.7462","21500.0","23000.0","615","1362"
"166124","College of the Holy Cross","MA","3","1","","550","0.89958159","0.89","0.0571","0.5249","26000.0","27000.0","879","2878"
"173461","Lake Superior College","MN","2","2","202","1603","0.276085548","","","0.4603","7716.0","5993.5","3279","3990"
"173124","Bemidji State University","MN","4","1","102","1538","0.391402715","0.2608","0.3562","0.594","11250.0","11634.0","2889","4397"
"173063","Riverland Community College","MN","2","2","99","1074","","","","0.4054","8487.5","7025.0","1843","2509"
"172802","Wright Beauty Academy","MI","1","3","","61","","","","0.0","","","","45"
"172954","Anoka Technical College","MN","2","2","101","859","0.337560976","","","0.6039","10643.0","8142.0","1657","1992"
"151306","University of Southern Indiana","IN","4","1","196","2833","0.297792586","0.1461","0.0","0.542","12000.0","11000.0","4704","8764"
"150136","Ball State University","IN","4","1","266","4864","0.49500609","0.3512","0.0","0.6139","16820.0","16250.0","8500","15985"
"151519","ITT Technical Institute-Indianapolis","IN","4","1","974","5336","0.370388079","0.0615","0.0","0.803","12667.0","11834.0","71736","4296"
"151342","Indiana University-South Bend","IN","4","1","212","1756","0.142926123","0.0558","0.3174","0.4083","11499.5","10586.0","3528","5538"
"151500","ITT Technical Institute-Fort Wayne","IN","3","1","974","5336","0.370388079","0.0714","0.0","0.8424","12667.0","11834.0","71736","283"
"151494","ITT Technical Institute-Nashville","TN","3","1","974","5336","0.370388079","0.1481","0.0","0.7687","12667.0","11834.0","71736","525"
"151616","Brown Mackie College-Merrillville","IN","3","1","278","1822","0.378853985","0.0","0.011","0.7637","10211.0","9235.0","31694","619"
"151290","Indiana Institute of Technology","IN","4","1","101","982","0.142974528","0.1945","0.0","0.8535","9500.0","9500.0","4465","5670"
"151467","International Business College-Indianapolis","IN","2","2","111","864","0.718068536","","","0.9499","12125.0","12000.0","999","399"
"151652","Empire Beauty School-Indianapolis","IN","1","3","96","218","0.505263158","","","0.6985","6222.0","6505.0","1257","194"
"147916","Parkland College","IL","2","2","279","2140","0.114438064","","","0.2866","4189.0","3500.0","3939","7429"
"146241","The John Marshall Law School","IL","4","1","","","","","","","","","",""
"146296","Joliet Junior College","IL","2","2","248","1813","0.143950437","","","0.1087","4400.0","3819.0","2487","13014"
"148575","Saint Francis Medical Center College of Nursing","IL","4","1","","184","0.88034188","","","0.5821","15000.0","16399.0","271","417"
"148627","Saint Xavier University","IL","4","1","92","1141","0.495604396","0.2998","0.0","0.7819","18750.0","15000.0","1950","2891"
"147749","Northwestern College-Chicago Campus","IL","2","2","260","1477","0.203932993","","","0.9487","12665.5","7083.5","1786","430"
"147244","Millikin University","IL","4","1","39","851","0.568571429","0.48","0.0","0.761","23000.0","18321.5","1317","2122"
"149514","Trinity International University-Illinois","IL","4","1","63","570","0.187919463","0.3515","0.3455","0.8743","12250.0","6822.0","1310","899"
"149329","Telshe Yeshiva-Chicago","IL","4","1","","","","0.0","0.5","0.0","","","","67"
"149505","Trinity Christian College","IL","4","1","43","611","0.438444924","0.4854","0.0","0.7533","19999.0","20500.0","863","1191"
"148672","Sauk Valley Community College","IL","2","2","122","759","0.25443038","","","0.1448","3500.0","3350.0","550","1788"
"148496","Dominican University","IL","4","1","37","545","0.590987868","0.5027","0.3279","0.6566","16500.0","15125.0","1252","2020"
"150048","Ancilla College","IN","2","2","45","298","0.235690236","","","0.7438","10750.0","8000.0","434","398"
"146010","Sanford-Brown College-Chicago","IL","3","1","433","2437","0.256360078","0.1328","0.0","0.8921","27821.5","26500.0","2048","345"
"146472","College of Lake County","IL","2","2","205","1364","0.198945982","","","0.0585","3500.0","3500.0","1743","11978"
"146685","Lincoln Land Community College","IL","2","2","272","1684","0.136826043","","","0.1618","4608.5","4700.0","1929","5751"
"146418","Kishwaukee College","IL","2","2","108","891","0.195590327","","","0.2158","4750.0","4650.0","1581","3627"
"146612","Lewis University","IL","4","1","81","1318","0.371231697","0.4478","0.0","0.6674","18832.0","16678.0","2606","4489"
"144209","City Colleges of Chicago-Harold Washington College","IL","2","2","484","2490","0.075057737","","","0.0875","3500.0","3500.0","1840","8752"
"145770","Argosy University-Chicago","IL","4","1","560","2587","0.116635839","0.0","0.0","0.7846","6569.0","6334.0","29626","293"
"144564","Danville Area Community College","IL","2","2","132","747","0.134158927","","","0.1098","3500.0","3500.0","606","2339"
"145372","Greenville College","IL","4","1","54","696","0.326576577","0.4104","0.0","0.7263","16642.0","13250.0","905","1101"
"146393","Kendall College","IL","3","1","101","976","0.235238095","0.2358","0.0","0.6414","11500.0","10500.0","1630","1579"
"143613","Carl Sandburg College","IL","2","2","119","772","0.209011264","","","0.2122","3500.0","2660.0","489","1724"
"141811","Leeward Community College","HI","2","2","153","703","0.17827529","","","0.0555","4469.5","4000.0","689","5932"
"143181","Tricoci University of Beauty Culture-Urbana","IL","1","3","","76","0.457831325","","","0.6066","","","129","33"
"143233","Bethany Theological Seminary","IN","4","1","","","","","","","","","",""
"143288","Blackburn College","IL","3","1","","281","0.393203884","0.3371","0.0","0.838","13570.0","12115.0","359","539"
"141680","Honolulu Community College","HI","2","2","104","442","0.155482815","","","0.1104","3500.0","3500.0","767","3434"
"144184","City Colleges of Chicago-Harry S Truman College","IL","2","2","274","1096","0.100872939","","","0.0605","3899.0","4077.0","1245","6221"
"141839","University of Hawaii Maui College","HI","3","1","144","569","0.25083612","","0.1712","0.3097","9053.0","8268.5","1533","3553"
"143084","Augustana College","IL","3","1","25","684","0.749011858","0.7363","0.0","0.588","25000.0","22000.0","1192","2504"
"142489","The School of Hairstyling","ID","1","2","","","0.614035088","","","0.7342","","","62","36"
"142887","American Academy of Art","IL","3","1","","141","0.350877193","0.3232","0.303","0.8403","20250.0","24625.0","267","406"
"143303","Blessing Hospital School of Radiologic Technology","IL","1","2","","68","0.720588235","","","0.6818","","","147","20"
"143491","Cannella School of Hair Design-Chicago","IL","1","3","59","165","","","","0.0","","","","125"
"143552","Capri Beauty College","IL","1","3","31","146","0.785046729","","","0.1409","","","215","86"
"141802","Kauai Community College","HI","2","2","33","153","0.311258278","","","0.1666","3503.0","4300.0","333","1251"
"151166","Harrison College-Indianapolis","IN","3","1","715","3526","0.269674711","","0.0","0.8883","9500.0","7684.0","6767","3726"
"151263","University of Indianapolis","IN","4","1","77","1174","0.406574395","0.4457","0.3148","0.6715","16610.0","14500.0","2553","4108"
"150145","Bethel College-Indiana","IN","4","1","54","741","0.101612903","0.469","0.0","0.7918","17330.5","16750.0","1307","1579"
"150163","Butler University","IN","4","1","50","950","0.68797954","0.5086","0.0709","0.5844","24500.0","23717.0","1518","3998"
