"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"233666","Staunton School of Cosmetology","VA","1","3","","","0.423076923","0.4118","","","29","32"
"233718","Sweet Briar College","VA","4","1","","165","0.559055118","0.4813","","","278","599"
"233648","Southwest Virginia Community College","VA","2","2","276","724","0.157721796","0.0","","","","1794"
"232256","Hampden-Sydney College","VA","3","1","","251","0.574358974","0.5769","","","403","1070"
"233037","Paul D Camp Community College","VA","2","2","82","329","0.046277666","0.0","","","","892"
"232885","Sentara College of Health Sciences","VA","3","1","25","214","0.653333333","0.4603","","","219","285"
"240240","Paul Mitchell the School-Green Bay","WI","1","3","","58","0.411764706","0.5672","","","157","156"
"240268","University of Wisconsin-Eau Claire","WI","4","1","91","2752","0.600565238","0.5877","16253.0","16168.0","4674","10218"
"238263","Madison Area Technical College","WI","4","1","356","2922","0.255413514","0.3638","7500.0","5750.0","7403","12863"
"238892","ITT Technical Institute-Greenfield","WI","3","1","974","5336","0.370388079","0.8445","12667.0","11834.0","71736","448"
"201098","Ashland County-West Holmes Career Center","OH","1","3","","53","0.422222222","0.523","","","10","74"
"200022","Bismarck State College","ND","3","1","94","1506","0.427773344","0.3835","6750.0","6236.0","2330","3233"
"199120","University of North Carolina at Chapel Hill","NC","4","1","202","2634","0.808988764","0.3192","13834.0","13336.0","4895","17882"
"198747","John Wesley University","NC","4","1","","","0.296296296","0.7401","11125.0","9478.0","147","386"
"198835","Lenoir-Rhyne University","NC","4","1","31","557","0.440715884","0.6917","18000.0","13073.5","881","1409"
"200217","University of Mary","ND","4","1","51","930","0.501677852","0.5882","14982.5","12000.0","1349","1865"
"198507","Elizabeth City State University","NC","4","1","106","927","0.361748634","0.7652","16396.0","14520.5","1793","2276"
"200156","University of Jamestown","ND","4","1","","373","0.342105263","0.6554","18731.0","11312.0","511","923"
"200572","Valley City State University","ND","4","1","","294","0.325791855","0.4761","12000.0","8750.0","587","924"
"200341","Williston State College","ND","2","2","52","298","0.270742358","0.3069","8000.0","5500.0","383","558"
"200226","Mayville State University","ND","3","1","","273","0.287878788","0.5434","11281.5","8479.0","541","763"
"200484","Trinity Bible College and Graduate School","ND","3","1","","150","0.291666667","0.8414","19500.0","14500.0","152","195"
"198570","Gaston College","NC","2","2","247","1110","0.157955198","0.0","","","33","5743"
"198871","Louisburg College","NC","2","2","77","517","0.110132159","0.8681","9500.0","9500.0","886","676"
"197601","Yeshiva Karlin Stolin","NY","3","1","","","","0.0","","","","119"
"197610","Yeshivat Mikdash Melech","NY","4","1","","","","0.0","","","","152"
"197647","Yeshiva Derech Chaim","NY","4","1","","","","0.0","","","","104"
"197735","Yeshivath Viznitz","NY","4","1","49","102","","0.0","","","","470"
"197814","College of the Albemarle","NC","2","2","101","436","0.186416185","0.0","","","66","2147"
"198367","Craven Community College","NC","2","2","127","541","","0.2218","6550.0","7250.0","723","3205"
"198491","Edgecombe Community College","NC","2","2","132","562","0.143175074","0.1908","4500.0","3500.0","1533","2524"
"197197","Wagner College","NY","4","1","","538","0.647186147","0.6318","23002.0","21000.0","832","1830"
"198419","Duke University","NC","4","1","85","1314","0.917037037","0.371","6987.5","6000.0","2590","6501"
"198066","Brevard College","NC","3","1","","268","0.382198953","0.6872","13950.0","9500.0","435","700"
"197221","Webb Institute","NY","3","1","","","","0.1646","","","","82"
"197522","Wood Tobe-Coburn School","NY","2","2","72","386","0.710327456","0.9513","11688.0","12000.0","644","476"
"197993","Bennett College","NC","3","1","","214","0.396153846","0.8699","","","551","612"
"198260","Central Piedmont Community College","NC","2","2","603","3118","0.078635548","0.1357","5000.0","4750.0","4568","18774"
"197911","Barton College","NC","4","1","35","448","0.421182266","0.781","22624.0","15000.0","722","1043"
"198303","Chowan University","NC","4","1","47","536","0.174311927","0.8486","9500.0","9500.0","1066","1361"
"198950","Meredith College","NC","4","1","67","676","0.524654832","0.6871","","","951","1543"
"199078","College of Wilmington","NC","1","3","","","0.448717949","0.8564","6650.0","7803.0","273","182"
"199087","Nash Community College","NC","2","2","102","554","0.143958869","0.1541","4789.0","4134.0","948","2641"
"199005","Mitchells Hairstyling Academy-Wilson","NC","1","3","30","142","0.433526012","0.25","","","162","39"
"199023","Montgomery Community College","NC","2","2","55","278","0.18852459","0.0","","","","800"
"199476","Robeson Community College","NC","2","2","214","797","0.134241245","0.3164","10500.0","8250.0","989","2062"
"198914","Mayland Community College","NC","2","2","54","242","0.172523962","0.082","5500.0","4625.0","122","751"
"198941","Mercy School of Nursing","NC","1","2","","73","0.764705882","0.7092","","","103","137"
"199184","University of North Carolina School of the Arts","NC","4","1","","227","0.68452381","0.5711","17500.0","21262.0","322","792"
"198668","Haywood Community College","NC","2","2","115","415","0.241883117","0.187","5000.0","5075.0","419","1927"
"200013","Rasmussen College-North Dakota","ND","3","1","340","2247","0.292676016","0.844","9500.0","7596.0","21520","923"
"199962","Wingate University","NC","4","1","35","496","0.5","0.7468","15000.0","12000.0","989","2002"
"199634","Sandhills Community College","NC","2","2","203","845","0.108763693","0.0","","","25","3378"
"199883","Watts School of Nursing","NC","1","2","","","","0.6822","","","","138"
"199926","Wilkes Community College","NC","2","2","166","723","0.157327586","0.1245","4875.0","4500.0","531","2102"
"199731","Southwestern Community College","NC","2","2","112","490","0.274881517","0.0995","6000.0","5500.0","420","1597"
"199607","Salem College","NC","4","1","38","267","0.484848485","0.7915","16164.5","13848.0","689","950"
"199865","Warren Wilson College","NC","4","1","33","242","0.51984127","0.588","12742.5","13000.0","449","821"
"198039","Blue Ridge Community College","NC","2","2","80","343","0.144756278","0.0983","5500.0","5031.5","380","1924"
"199485","Rockingham Community College","NC","2","2","72","480","0.187179487","0.0","","","","1810"
"199689","Paul Mitchell the School-Fayetteville","NC","1","3","","","0.673076923","0.5278","9500.0","9500.0","718","189"
"199713","Empire Beauty School-Matthews","NC","1","3","118","354","0.439597315","0.7234","5500.0","5983.5","1276","97"
"188340","Vaughn College of Aeronautics and Technology","NY","4","1","50","488","0.255514706","0.6926","12218.5","12000.0","1255","1721"
"186469","Salem Community College","NJ","2","2","61","388","0.236238532","0.2151","5750.0","5500.0","386","1133"
"184959","Eastwick College-Ramsey","NJ","2","1","98","625","0.658456486","0.6935","12687.0","13875.0","1128","987"
"185679","JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing","NJ","1","2","","192","0.452380952","0.677","19800.0","18000.0","336","361"
"184870","Harris School of Business-Cherry Hill Campus","NJ","1","3","323","1448","0.58681672","0.5396","7766.0","7289.0","2816","346"
"185758","New Brunswick Theological Seminary","NJ","4","1","","","","","","","",""
"186016","Parisian Beauty School","NJ","1","3","56","213","0.762886598","0.5054","7667.0","9500.0","410","337"
"186900","Talmudical Academy-New Jersey","NJ","3","1","","","","0.0","","","","68"
"187000","Teterboro School of Aeronautics","NJ","1","2","","119","0.691056911","0.5633","","","252","157"
"184816","Empire Beauty School-Cherry Hill","NJ","1","3","96","218","0.505263158","0.7444","6222.0","6505.0","1257","91"
"186274","Robert Fiance Beauty Schools-Perth Amboy","NJ","1","3","54","176","0.691729323","0.4913","7727.5","7454.0","252","193"
"187912","New Mexico Military Institute","NM","2","2","","129","0.348148148","0.2224","5500.0","5338.0","172","470"
"200828","Akron School of Practical Nursing","OH","1","3","","63","0.607142857","0.8333","","","47","34"
"200846","University of Akron Wayne College","OH","2","2","501","5430","0.278375341","0.4667","13500.0","11000.0","13573","1409"
"201885","University of Cincinnati-Main Campus","OH","4","1","662","7901","0.382743918","0.5545","12500.0","11500.0","16513","23360"
"200800","University of Akron Main Campus","OH","4","1","501","5430","0.278375341","0.6238","13500.0","11000.0","13573","19022"
"200332","North Dakota State University-Main Campus","ND","4","1","139","3342","0.452947638","0.5629","14416.0","13800.0","5847","11629"
"199157","North Carolina Central University","NC","4","1","147","1847","0.372627373","0.8126","18859.5","16750.0","4307","5876"
"212054","Drexel University","PA","4","1","307","4257","0.337056505","0.5641","15500.0","20500.0","6742","16257"
"211316","Bucks County School of Beauty Culture Inc","PA","2","2","","61","0.78","0.5607","","","76","89"
"211343","Butler County Community College","PA","2","2","190","1228","0.162473041","0.2355","4700.0","4800.0","1408","3286"
