"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"420024","Centura College-Chesapeake","VA","2","2","835","2109","0.291399663","0.4826","14750.0","16259.5","2325","166"
"420608","Colleen O'Haras Beauty Academy","CA","1","3","51","151","0.702531646","0.5551","","","175","155"
"421610","Hairitage Hair Academy","UT","1","2","","","","0.0","","","","53"
"421665","Houghton Lake Institute of Cosmetology","MI","1","3","","","","0.0","","","","14"
"421832","Living Arts College","NC","3","1","62","269","0.521252796","0.9013","12230.0","14611.0","723","513"
"428000","Miami Ad School-Wynwood","FL","1","2","25","208","0.569620253","0.4444","12000.0","20000.0","222","173"
"428125","John Wesley International Barber and Beauty College","CA","1","3","33","55","","0.0","","","","89"
"419253","Illinois Media School","IL","1","3","35","249","0.904942966","0.8797","9500.0","9500.0","553","170"
"419411","Cortiva Institute-Seattle","WA","1","3","46","207","0.740740741","0.8514","7917.0","7917.0","487","219"
"428143","Platt College-Lawton","OK","1","2","32","136","0.594594595","0.8237","8015.5","5500.0","362","185"
"168847","Baker College","MI","4","1","3848","16977","0.191984549","0.7651","9500.0","7917.0","30153","4886"
"166586","Mansfield Beauty Schools-Springfield","MA","1","3","","","0.472222222","0.551","","","45","38"
"166595","Mansfield Beauty Schools-Quincy","MA","1","3","","65","0.536585366","0.41","","","66","60"
"166629","University of Massachusetts-Amherst","MA","4","1","431","6233","0.685763889","0.6043","21096.5","19500.0","10308","21672"
"169798","Eastern Michigan University","MI","4","1","419","4500","0.339361702","0.7528","16378.0","14560.0","11332","18543"
"166294","Kay Harvey Academy of Hair Design","MA","1","3","","68","0.543478261","0.8902","","","51","46"
"166489","Longy School of Music of Bard College","MA","4","1","","","","","","","",""
"166513","University of Massachusetts-Lowell","MA","4","1","179","2583","0.454913508","0.597","17750.0","16510.0","5581","11828"
"169220","Michigan School of Professional Psychology","MI","4","1","","","","","","","",""
"169275","Mott Community College","MI","2","2","902","3379","0.090080972","0.4375","5500.0","4333.0","7037","8349"
"166708","University of Massachusetts Medical School Worcester","MA","4","1","","83","","","12000.0","8700.0","109",""
"166823","Massasoit Community College","MA","2","2","277","1421","0.226545842","0.1607","4600.0","3982.5","1825","7034"
"167905","Springfield Technical Community College","MA","2","2","424","1760","0.226598703","0.243","3886.5","3830.0","2271","6281"
"167987","University of Massachusetts-Dartmouth","MA","4","1","158","2743","0.362212433","0.717","17500.0","14500.0","4080","7202"
"167899","Springfield College","MA","4","1","125","1478","0.558955224","0.8985","18326.0","19109.0","3001","2157"
"168607","Alpena Community College","MI","2","2","142","716","0.288674033","0.323","4586.0","5370.5","922","1418"
"156620","Eastern Kentucky University","KY","4","1","407","3714","0.36637931","0.5983","12500.0","11006.0","8045","13247"
"157085","University of Kentucky","KY","4","1","298","4281","0.504940198","0.4597","12000.0","12880.0","8270","21050"
"157289","University of Louisville","KY","4","1","234","3019","0.405268169","0.4323","11399.0","10677.0","7018","15023"
