"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.completion.completion_rate_4yr_100nt","2013.completion.transfer_rate.4yr.full_time","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"107521","College of the Ouachitas","AR","2","2","90","336","0.32132964","","","0.199","4500.0","3750.0","461","817"
"107585","University of Arkansas Community College-Morrilton","AR","2","2","147","764","0.221649485","","","0.4113","4730.0","4146.0","1130","2077"
"106829","Crowley's Ridge Technical Institute","AR","1","3","60","171","0.132183908","","","0.0","","","","286"
"106892","Eastern College of Health Vocations-Little Rock","AR","1","3","146","584","0.1898017","","","0.9182","3797.0","3813.0","1050","302"
"106999","University of Arkansas Community College-Batesville","AR","2","2","149","598","0.296296296","","","0.49","6625.0","4750.0","532","1090"
"107600","Philander Smith College","AR","3","1","32","147","0.298319328","0.2016","0.0","0.8784","15000.0","14750.0","487","554"
"106713","Central Baptist College","AR","3","1","","221","0.25","0.1892","0.1622","0.5745","9500.0","10500.0","489","769"
"106263","University of Arkansas for Medical Sciences","AR","4","1","33","690","0.760368664","","","0.6322","12500.0","12500.0","873","755"
"105297","Dine College","AZ","3","1","202","543","0.066206897","","0.373","0.0","","","","1425"
"105659","Refrigeration School Inc","AZ","2","2","90","610","0.789980732","","","0.6808","","","929","621"
"393180","Chicago ORT Technical Institute","IL","2","2","","","0.135135135","","","0.0453","","","47","425"
"102711","AVTEC-Alaska's Institute of Technology","AK","1","3","29","145","0.516949153","","","0.1447","8610.0","5500.0","114","1347"
"103811","American Institute of Trucking","AZ","1","3","272","912","0.695652174","","","0.7451","6232.0","5795.0","1616","278"
"104577","Eastern Arizona College","AZ","2","2","218","587","0.11003861","","","0.0","","","","4812"
"102076","Snead State Community College","AL","2","2","138","674","0.076271186","","","0.2344","3500.0","3067.0","853","2161"
"102298","Talladega College","AL","3","1","27","195","0.219298246","0.824","0.0","0.928","19146.0","13431.5","338","894"
"430485","The Creative Center","NE","3","1","","71","0.6","","0.1707","0.9083","16000.0","17625.0","79","86"
"430795","Carver Career Center","WV","2","2","28","98","0.162393162","","","0.0","","","","276"
"430971","Delaware County Technical School-Practical Nursing Program","PA","1","3","","104","0.642857143","","","0.8136","12500.0","13000.0","149","56"
"103927","Carrington College-Tucson","AZ","1","2","893","4116","0.685851869","","","0.5356","9421.0","9452.0","4794","440"
"431716","Ocean County Vocational-Technical School","NJ","1","3","45","153","0.506493507","","","0.2426","5575.0","3500.0","221","522"
"431965","Vogue Beauty and Barber School","GA","1","3","37","80","0.606060606","","","0.9559","9833.0","9500.0","175","144"
"104443","Empire Beauty School-Chandler","AZ","1","3","101","320","0.496363636","","","0.6753","5935.0","4822.5","1341","113"
"102261","Southeastern Bible College","AL","3","1","","71","0.228915663","0.08","0.0","0.7877","13879.0","14250.0","130","160"
"104504","Cortiva Institute-Tucson","AZ","1","3","28","121","0.74556213","","","0.8816","6333.0","6333.0","405","143"
"134291","George Stone Technical Center","FL","1","2","42","117","","","","0.0","","","","675"
"134495","Hillsborough Community College","FL","2","2","760","4697","0.081325992","","","0.5495","5500.0","5250.0","11215","23596"
"132903","University of Central Florida","FL","4","1","841","9940","0.553665042","0.3586","0.0654","0.4547","13200.0","12916.0","21336","50919"
"133155","Lorenzo Walker Technical College","FL","1","2","30","116","0.147826087","","","0.0","","","","614"
"133386","Daytona State College","FL","3","1","783","3742","0.295788443","","0.0715","0.3586","5250.0","4427.0","8070","12993"
"133669","Florida Atlantic University","FL","4","1","591","4916","0.497627633","0.1514","0.1034","0.3996","10500.0","10250.0","10469","24685"
"133702","Florida State College at Jacksonville","FL","3","1","801","4957","0.180272923","","0.0927","0.3839","4500.0","4500.0","12779","25018"
"136048","Academy of Palm Beach","FL","1","3","","99","0.672897196","","","0.4","","","127","98"
"136172","University of North Florida","FL","4","1","310","3472","0.483648365","0.2124","0.1084","0.4242","11750.0","11250.0","6331","14006"
"134097","Florida State University","FL","4","1","488","6844","0.657071729","0.5665","0.0698","0.465","17750.0","17329.0","11710","32086"
"135081","Keiser University-Ft Lauderdale","FL","4","1","1290","8007","0.41352379","0.593","0.0","0.6553","14438.0","15358.0","18038","15788"
"135179","Lake Technical College","FL","1","3","","139","0.121428571","","","0.0","","","","637"
"135735","Orange Technical College-Mid Florida Campus","FL","1","2","","106","0.04954955","","","0.0","","","","1460"
"135939","Remington College-Tampa Campus","FL","3","1","300","1543","0.543457797","0.4444","0.0","0.4813","9369.0","8360.0","7905","189"
"134680","Sanford-Brown College-Tampa","FL","3","1","1005","4770","0.29770849","0.2074","0.0","0.8545","15042.0","12931.0","6956","474"
"144573","Tricoci University of Beauty Culture-Danville","IL","1","3","","76","0.457831325","","","0.4574","","","129","58"
"144740","DePaul University","IL","4","1","423","4393","0.593781095","0.5424","0.0","0.5915","18500.0","17977.0","8675","16120"
"145813","Illinois State University","IL","4","1","223","5458","0.660068426","0.464","0.0","0.6022","18500.0","16500.0","8700","17667"
"141334","University of West Georgia","GA","4","1","281","2868","0.373723142","0.1725","0.2146","0.6619","12000.0","10250.0","5851","9777"
"144281","Columbia College Chicago","IL","4","1","425","4488","0.422992126","0.3195","0.0","0.688","19000.0","19000.0","6113","9577"
"144865","College of DuPage","IL","2","2","487","3080","0.020968547","","","0.2977","5500.0","4750.0","7061","21214"
"142276","Idaho State University","ID","4","1","422","2737","0.249364676","0.1137","0.0651","0.537","12261.0","11000.0","6453","9337"
"141644","Hawaii Pacific University","HI","4","1","151","1255","0.379344588","0.1866","0.0","0.4436","12500.0","11375.0","1836","5386"
"143695","La James International College-East Moline","IL","1","3","","","0.555555556","","","0.7692","","","31","23"
"144014","Chicago Theological Seminary","IL","4","1","","","","","","","","","",""
"144157","City Colleges of Chicago-Kennedy-King College","IL","2","2","507","2340","0.104936447","","","0.2101","3750.0","3500.0","2406","4509"
"145558","Rosalind Franklin University of Medicine and Science","IL","4","1","","356","","","","","","","",""
"145619","Benedictine University","IL","4","1","96","879","0.215","0.3792","0.0078","0.5865","15458.0","14250.0","2212","3739"
"141796","Kapiolani Community College","HI","2","2","140","757","0.208448118","","","0.0895","5500.0","5500.0","1227","6025"
"153737","Kirkwood Community College","IA","2","2","587","5258","0.187652174","","","0.4411","7336.0","5894.0","9887","10645"
"155399","Kansas State University","KS","4","1","333","4866","0.490646713","0.2593","0.2611","0.5084","15000.0","14563.0","8289","19647"
"155210","Johnson County Community College","KS","2","2","401","3117","0.180793729","","","0.1962","4500.0","3584.0","6525","12361"
"153603","Iowa State University","IA","4","1","280","6457","0.606092659","0.3766","0.2329","0.5519","19000.0","18000.0","10235","27112"
