"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"420316","Virginia College-Huntsville","AL","3","1","2241","8792","0.321583447","0.7596","9500.0","9500.0","29763","567"
"419271","St Louis Hair Academy","MO","1","3","","","","0.0","","","","12"
"419280","New Dimensions School of Hair Design","MO","1","3","","","0.487804878","0.3452","","","38","51"
"419314","Adirondack Beauty School","NY","1","3","","","","0.8684","","","41","24"
"419457","Argosy University-Washington DC","VA","4","1","560","2587","0.116635839","0.7253","6569.0","6334.0","29626","126"
"419484","Crawford County Career and Technical Center Practical Nursing Program","PA","1","3","","","","0.9333","","","55","31"
"419633","Texas College of Cosmetology-San Angelo","TX","1","3","35","108","0.1875","0.0","","","","93"
"419660","Beauty Schools of America-Hialeah","FL","1","3","502","1256","0.561388286","0.4253","8500.0","8446.0","3824","777"
"418339","Northeast Technology Center-Pryor","OK","1","3","47","185","0.145374449","0.0","","","","100"
"418357","Wes Watkins Technology Center","OK","1","3","28","90","","0.0","","","","108"
"418445","Jefferson County Dubois Area Vocational Technical Practical Nursing Program","PA","1","3","","56","0.725","0.7246","","","57","34"
"418560","Indiana County Technology Center","PA","1","3","","","0.685185185","0.6369","9286.0","4400.0","174","105"
"418764","Quality Technical and Beauty College","PR","1","3","57","61","","0.0","","","","94"
"418889","North Central Institute","TN","2","2","","","0.361111111","0.0846","","","38","134"
"419712","Automeca Technical College-Caguas","PR","1","3","669","1143","0.229365769","0.2407","1610.0","1750.0","725","244"
"417868","Clinton Essex Warren Washington BOCES","NY","1","2","","","","0.7568","","","40","22"
"417947","Syracuse City Schools Practical Nursing Program","NY","1","3","","59","0.605263158","0.5714","","","33","26"
"417983","Cattaraugus Allegany BOCES-Practical Nursing Program","NY","1","3","","98","0.439393939","0.9744","","","90","70"
"418001","Wayne Finger Lakes BOCES-Practical Nursing Program","NY","1","3","","150","0.80141844","0.9262","","","284","283"
"418199","Penta County Joint Vocational School","OH","1","3","","78","","0.0","","","","55"
"418223","Willoughby-Eastlake School of Practical Nursing","OH","1","3","","84","0.684210526","0.9074","","","107","67"
"418269","Ohio Media School-Cincinnati","OH","1","3","","135","0.670454546","0.9565","9333.0","9480.0","154","19"
"418029","Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program","NY","1","3","","106","0.204545455","0.6119","","","69","46"
"418056","Ulster BOCES School of Practical Nursing","NY","1","3","","115","0.564814815","0.7355","7900.0","6286.0","152","127"
"418065","Eastern Suffolk BOCES","NY","1","3","31","354","0.510204082","0.7383","8850.0","7289.5","363","339"
"367875","Brewster Technical College","FL","1","2","41","137","0.134387352","0.0","","","","202"
"367909","Everest University-Lakeland","FL","3","1","895","2910","0.435888622","0.6774","9500.0","9500.0","2865","449"
"368832","Thanh Le College School of Cosmetology","CA","1","3","","64","","0.0","","","","40"
"369084","ITT Technical Institute-Albuquerque","NM","3","1","974","5336","0.370388079","0.7761","12667.0","11834.0","71736","476"
"376695","College of the Marshall Islands","MH","2","2","","","0.017038008","0.0","","","","988"
"377069","ITT Technical Institute-San Antonio","TX","3","1","974","5336","0.370388079","0.693","12667.0","11834.0","71736","585"
"372578","ITT Technical Institute-Lake Mary","FL","3","1","974","5336","0.370388079","0.8343","12667.0","11834.0","71736","269"
"375708","Kiamichi Technology Center-Durant","OK","1","2","224","592","0.071287129","0.0","","","","288"
"375717","Kiamichi Technology Center-Hugo","OK","1","3","224","592","0.071287129","0.0","","","","60"
"375735","Kiamichi Technology Center-Idabel","OK","1","3","224","592","0.071287129","0.0","","","","75"
"375753","Kiamichi Technology Center-Spiro","OK","1","3","224","592","0.071287129","0.0","","","","26"
"375984","Empire Beauty School-Center City Philadelphia","PA","1","3","131","489","0.471428571","0.6033","6222.0","6837.0","1404","337"
"373085","Brown Mackie College-Quad Cities","IA","2","2","278","1822","0.378853985","0.8","10211.0","9235.0","31694","364"
"369446","Rosel School of Cosmetology","IL","1","3","31","92","","0.0","","","","80"
"369668","Central Pennsylvania Institute of Science and Technology","PA","1","3","","95","0.8","0.6882","9500.0","5500.0","292","195"
"369792","Windham Memorial Hospital-Radiologic Technology Program","CT","1","2","","","","0.5","","","12","17"
"369950","Hamrick School","OH","1","3","","","0.786206897","0.4247","5481.0","5481.0","293","187"
"371964","National Career Education","CA","1","3","457","1601","0.600657354","0.6648","8023.0","7600.0","869","51"
"377449","Centura College-Newport News","VA","2","2","835","2109","0.291399663","0.4797","14750.0","16259.5","2325","138"
"375407","Madison Adult Career Center","OH","1","2","","60","0.448717949","0.746","6334.0","4084.0","144","145"
"375416","Remington College-Cleveland Campus","OH","2","2","300","1543","0.543457797","0.5794","9369.0","8360.0","7905","438"
"367936","Argosy University-Atlanta","GA","4","1","560","2587","0.116635839","0.8063","6569.0","6334.0","29626","434"
"409193","Professional Technical Institution Inc","PR","1","3","203","363","0.051020408","0.0","","","","231"
"409315","South Texas College","TX","3","1","783","5391","0.143100753","0.0","","","","18034"
"408729","Laurel Technical Institute","PA","2","2","","","","","","","",""
"408844","Florida National University-Main Campus","FL","4","1","393","2268","0.357916452","0.7222","15764.0","17465.0","2202","1803"
"409591","Lorain County Joint Vocational School District","OH","1","2","","65","0.367924528","0.241","5000.0","3630.0","61","106"
