"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"203474","Kent State University at Trumbull","OH","3","1","852","8426","0.324032587","0.7434","14248.5","11762.0","20718","2944"
"203456","Kent State University at East Liverpool","OH","3","1","852","8426","0.324032587","0.6509","14248.5","11762.0","20718","1529"
"204839","Ohio University-Southern Campus","OH","2","1","754","7670","0.383605019","0.5463","12500.0","12000.0","16777","1841"
"207786","Southern School of Beauty Inc","OK","1","3","","","","0.9091","","","18","30"
"207935","Tulsa Community College","OK","2","2","567","3248","0.084222561","0.2983","4898.0","4500.0","8407","14559"
"207102","Eves College of Hairstyling","OK","1","3","25","74","0.550724638","0.6981","","","67","86"
"207263","Northeastern State University","OK","4","1","352","2646","0.332228666","0.5201","11000.0","8884.0","4387","7215"
"207449","Oklahoma City Community College","OK","2","2","482","2662","0.128603104","0.2379","4500.0","4000.0","4857","12594"
"209038","Lane Community College","OR","2","2","891","2858","0.097615651","0.7136","8959.5","7650.0","9711","9805"
"206880","Broken Arrow Beauty College-Broken Arrow","OK","1","3","41","113","0.589403974","0.6164","","","274","90"
"207041","East Central University","OK","4","1","185","1220","0.319432121","0.4532","10306.0","8876.5","2109","3757"
"207397","Oklahoma State University-Oklahoma City","OK","3","1","286","1585","0.128152129","0.3801","5942.5","5250.0","4137","6529"
"209074","Linn-Benton Community College","OR","2","2","342","1420","0.118466899","0.437","6333.0","5542.0","3224","5480"
"208406","Clackamas Community College","OR","2","2","257","1043","0.166519435","0.4367","6334.0","5542.0","3565","7355"
"206516","Winebrenner Theological Seminary","OH","4","1","","","","","","","",""
"206631","ITT Technical Institute-Youngstown","OH","3","1","974","5336","0.370388079","0.8898","12667.0","11834.0","71736","472"
"229027","The University of Texas at San Antonio","TX","4","1","567","6674","0.350569406","0.5512","14000.0","13500.0","12939","23840"
"229115","Texas Tech University","TX","4","1","404","5536","0.467707317","0.4932","15000.0","15500.0","10817","26809"
"228547","Tarrant County College District","TX","2","2","1161","7501","0.110800664","0.2465","3500.0","3500.0","11937","43464"
"228778","The University of Texas at Austin","TX","4","1","547","7280","0.679317203","0.4008","18750.0","19000.0","12002","39323"
"228705","Texas A & M University-Kingsville","TX","4","1","188","2050","0.369224588","0.7603","12000.0","9797.5","5709","9400"
"229179","Texas Woman's University","TX","4","1","206","2471","0.484020185","0.6135","12338.5","11533.0","5568","9220"
"228486","Southwestern Christian College","TX","3","1","","118","0.144329897","0.5583","5500.0","5754.0","127","169"
"228501","Sul Ross State University","TX","4","1","85","768","0.176245211","0.5858","8000.0","7000.0","1441","2000"
"228909","University of North Texas Health Science Center","TX","4","1","","81","","","","","15",""
"229018","The University of Texas of the Permian Basin","TX","4","1","114","942","0.383798141","0.2456","7447.0","7250.0","1486","2947"
"228468","Southwestern Adventist University","TX","4","1","29","230","0.338983051","0.6212","12287.0","12500.0","497","715"
"227687","Ranger College","TX","2","2","61","407","0.138964578","0.2519","5975.0","4500.0","746","1738"
"227182","Lone Star College System","TX","2","2","979","5771","0.105976096","0.2077","5500.0","5157.5","20245","56288"
"227881","Sam Houston State University","TX","4","1","336","4357","0.492067989","0.6009","15000.0","14000.0","7689","16255"
"227526","Prairie View A & M University","TX","4","1","128","1792","0.270231898","0.7982","14494.0","12250.0","4777","6731"
"228282","Southwest School of Business and Technical Careers-San Antonio","TX","1","3","108","503","0.488188976","0.9167","6126.0","5500.0","338","230"
"228316","Southwest Texas Junior College","TX","2","2","218","1421","0.225419664","0.0834","4500.0","4500.0","783","3872"
"225876","Jacksonville College-Main Campus","TX","2","2","29","130","","0.0","","","","296"
"226019","Kilgore College","TX","2","2","318","1735","0.221966912","0.2267","7500.0","5250.0","2783","5764"
"227845","Saint Edward's University","TX","4","1","95","1162","0.571146245","0.5887","20250.0","18625.0","2048","4077"
"228194","South Texas College of Law Houston","TX","4","1","","","","","","","",""
"228246","Southern Methodist University","TX","4","1","81","1073","0.70624235","0.3247","18250.0","17000.0","1630","6295"
"227863","University of St Thomas","TX","4","1","34","321","0.506963788","0.4209","18500.0","15500.0","643","1529"
"227748","Aviation Institute of Maintenance-Houston","TX","1","2","","","","0.7557","14750.0","16708.0","296","251"
"227757","Rice University","TX","4","1","41","431","0.810945274","0.1798","7539.0","8000.0","633","3920"
"228042","Schreiner University","TX","4","1","36","400","0.45799458","0.9082","14128.0","11529.0","748","1051"
"225511","University of Houston","TX","4","1","671","6751","0.426816157","0.4299","14000.0","13519.0","11199","30357"
"225423","Houston Community College","TX","2","2","1416","7920","0.053846154","0.3319","5500.0","4981.0","21687","57742"
"225858","ITT Technical Institute-Houston West","TX","3","1","974","5336","0.370388079","0.8434","12667.0","11834.0","71736","609"
"224350","Del Mar College","TX","2","2","423","2576","0.132663317","0.1645","3500.0","3500.0","2831","10502"
"223898","Cisco College","TX","2","2","213","1390","0.030598958","0.198","5200.0","4235.5","1235","3496"
"225520","Howard College","TX","2","2","187","930","0.22896791","0.1475","3750.0","3500.0","1134","4044"
"225849","ITT Technical Institute-Arlington","TX","3","1","974","5336","0.370388079","0.7415","12667.0","11834.0","71736","612"
"225399","Houston Baptist University","TX","4","1","58","541","0.322058824","0.5765","11500.0","8000.0","1144","2165"
"225502","University of Houston-Victoria","TX","4","1","63","517","0.240802676","0.4932","10000.0","8250.0","1666","2879"
"225779","International Business College-El Paso","TX","2","2","145","637","0.642045455","0.9416","9500.0","9500.0","368","196"
"229355","Tyler Junior College","TX","2","2","405","2692","0.18292346","0.364","5986.5","5500.0","6059","11308"
"230038","Brigham Young University-Provo","UT","4","1","1480","5690","0.469195225","0.1918","6500.0","8049.0","6748","27765"
"229814","West Texas A & M University","TX","4","1","179","1930","0.394579946","0.512","12500.0","9295.0","3710","6890"
"229504","Vernon College","TX","2","2","141","845","0.269116187","0.365","5500.0","5500.0","1592","2586"
"230047","Brigham Young University-Hawaii","HI","3","1","123","415","0.287694974","0.2189","5500.0","5500.0","849","2664"
"230135","Sherman Kendall Academy-Salt Lake City","UT","1","3","","","0.512195122","0.1786","","","31","79"
"230144","Sherman Kendall Academy-Midvale","UT","1","3","","","0.488372093","0.8333","","","30","56"
"230162","Davis Applied Technology College","UT","1","2","59","211","0.103211009","0.0","","","","1557"
"230214","Paul Mitchell the School-Salt Lake City","UT","1","3","35","188","0.616766467","0.4688","9093.5","13000.0","609","265"
"229267","Trinity University","TX","4","1","","357","0.792993631","0.3828","20500.0","15750.0","630","2127"
"230366","Eagle Gate College-Murray","UT","3","1","193","782","0.486866792","0.9275","12708.0","12125.0","1239","284"
"229957","AmeriTech College-Provo","UT","1","3","40","378","0.765217391","0.7636","13716.0","9500.0","1863","156"
"229425","University of Cosmetology Arts & Sciences-McAllen","TX","1","3","172","439","0.617529881","0.481","4196.0","4293.0","576","173"
"224226","Dallas Baptist University","TX","4","1","120","1123","0.484983315","0.6157","14774.0","12750.0","2100","3375"
"224110","North Central Texas College","TX","2","2","208","1252","0.089354425","0.2177","3500.0","3500.0","4085","10141"
"225070","Grayson College","TX","2","2","171","1022","0.202979516","0.325","4500.0","3500.0","2422","3821"
"223320","Coastal Bend College","TX","2","2","212","1059","","0.1471","5500.0","4038.0","989","2284"
"224527","East Texas Baptist University","TX","4","1","48","541","0.401685393","0.722","11250.0","10250.0","834","1132"
"224712","Episcopal Theological Seminary of the Southwest","TX","4","1","","","","","","","",""
"224758","Exposito School of Hair Design","TX","1","3","","54","0.508474576","0.3619","","","57","58"
"224891","Frank Phillips College","TX","2","2","92","409","0.096534654","0.2072","5500.0","4750.0","370","567"
"224004","Concordia University-Texas","TX","4","1","39","428","0.375","0.7106","12500.0","12000.0","1148","1493"
"223922","Clarendon College","TX","2","2","75","368","0.039583333","0.3472","5350.0","4718.0","673","1214"
"224660","Western Technical College","TX","2","2","236","1270","0.725102881","0.6721","8746.0","10665.0","1233","651"
"222983","Austin College","TX","4","1","","285","0.744408946","0.7665","23250.0","22000.0","536","1206"
"227331","Our Lady of the Lake University","TX","4","1","67","551","0.417769376","0.7749","14561.0","11750.0","1296","1509"
"226772","Metroplex Beauty School","TX","1","3","","89","0.229508197","0.0","","","","58"
"226806","Midland College","TX","3","1","164","1027","0.147347741","0.0174","3500.0","2750.0","263","3406"
"227304","Odessa College","TX","2","2","215","996","0.109707972","0.0542","5500.0","4480.0","511","3781"
