"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"164313","Wor-Wic Community College","MD","2","2","162","906","0.146507666","0.1032","3500.0","3000.0","704","3090"
"164599","Bancroft School of Massage Therapy","MA","1","3","","78","","0.5811","","","51","66"
"164641","Bay State College","MA","3","1","51","494","0.283667622","0.8448","14937.5","14250.0","1014","1196"
"164474","Andover Newton Theological School","MA","4","1","","","","","","","",""
"164492","Anna Maria College","MA","4","1","","388","0.325991189","0.7888","15062.5","15500.0","749","1135"
"163736","Brightwood College-Baltimore","MD","2","2","397","1382","0.486363636","0.2885","8816.0","9000.0","1112","661"
"163578","Notre Dame of Maryland University","MD","4","1","33","314","0.533546326","0.5355","18750.0","18483.0","668","1220"
"163912","St Mary's College of Maryland","MD","4","1","33","373","0.685800604","0.4135","17500.0","18000.0","616","1794"
"164535","Assabet Valley Regional Technical School","MA","1","3","","","","0.7333","","","63","46"
"164580","Babson College","MA","4","1","35","433","0.79766537","0.3737","26714.0","26500.0","480","2106"
"163976","St John's College","MD","4","1","","122","0.692307692","0.6281","19500.0","19000.0","208","443"
"160904","Xavier University of Louisiana","LA","4","1","32","619","0.333333333","0.7093","15347.5","13250.0","1615","2459"
"161208","The Landing School","ME","2","2","","","","0.4853","","","70","83"
"161226","University of Maine at Farmington","ME","4","1","51","710","0.483552632","0.7717","18052.0","19000.0","1333","1858"
"162706","Harford Community College","MD","2","2","124","709","0.164763458","0.0693","4500.0","3500.0","765","6016"
"162928","Johns Hopkins University","MD","4","1","132","1298","0.827911857","0.3918","16579.0","16250.0","2120","5932"
"161341","University of Maine at Presque Isle","ME","3","1","45","342","0.309210526","0.4429","8066.0","9810.0","653","924"
"163462","Mount St Mary's University","MD","4","1","28","485","0.632318501","0.6374","19250.0","18375.0","918","1729"
"162609","Garrett College","MD","2","2","58","350","0.133676093","0.3975","7000.0","5500.0","477","586"
"163532","Ner Israel Rabbinical College","MD","4","1","","","0.3","0.0","","","","340"
"163541","Hair Academy Inc-New Carrollton","MD","1","3","119","371","0.341346154","0.6869","5086.0","3750.0","609","374"
"162061","Capitol Technology University","MD","4","1","","86","0.375","0.5351","7080.5","12500.0","188","431"
"161615","Aaron's Academy of Beauty","MD","1","3","","51","0.47826087","0.6867","","","62","39"
"161800","Award Beauty School","MD","1","3","117","276","0.304","0.7138","","","282","170"
"149727","Waubonsee Community College","IL","2","2","123","811","0.207202216","0.1531","3748.0","3500.0","2179","8055"
"150534","University of Evansville","IN","4","1","42","692","0.619469027","0.549","23500.0","21500.0","1106","2373"
"150765","J Michael Harrold Beauty Academy","IN","1","3","","","0.672727273","0.5917","","","109","86"
"150941","Huntington University","IN","4","1","","374","0.495297806","0.7142","19500.0","21500.0","604","1030"
"149365","South Suburban College","IL","2","2","369","1970","0.055787476","0.0","","","","4642"
"150172","Calumet College of Saint Joseph","IN","4","1","37","398","0.365217391","0.5559","15086.0","9500.0","631","988"
"146816","MacCormac College","IL","2","2","","73","0.207317073","0.8144","11727.0","9500.0","216","209"
"148937","Southeastern Illinois College","IL","2","2","94","448","0.113978495","0.0","","","13","1027"
"148821","Shawnee Community College","IL","2","2","135","659","0.193732194","0.0029","","","17","1309"
"147396","Morrison Institute of Technology","IL","2","2","","94","0.603773585","0.7561","","","69","103"
"147439","Mr John's School of Cosmetology Esthetics & Nails-Decatur","IL","1","2","","68","0.595744681","0.4436","","","89","86"
"149310","Taylor Business Institute","IL","2","2","63","285","0.184079602","0.9755","9167.0","4813.0","187","86"
"153375","Grand View University","IA","4","1","54","797","0.514106583","0.7132","18750.0","14750.0","1520","2079"
"153108","Central College","IA","3","1","","566","0.578021978","0.7483","26963.0","26800.0","758","1303"
"152381","Saint Mary-of-the-Woods College","IN","4","1","44","306","0.336666667","0.7361","15608.5","11388.0","657","707"
"152415","Brightwood College-Hammond","IN","1","3","255","1004","0.574123989","0.5299","9167.0","6714.0","937","366"
"151564","Knox Beauty College","IN","1","3","","","","0.0","","","","39"
"151810","Martin University","IN","4","1","68","213","0.030909091","0.8718","10252.0","7850.0","710","452"
"152318","Rose-Hulman Institute of Technology","IN","4","1","","523","0.72754491","0.5776","24500.0","25875.0","733","2165"
"153171","Iowa School of Beauty-Marshalltown","IA","1","2","","","0.518518519","0.6863","","","49","34"
"153241","Divine Word College","IA","3","1","","","","0.3396","","","27","89"
"153302","Emmaus Bible College","IA","3","1","","78","0.591549296","0.5147","11000.0","11175.0","95","187"
"152451","Saint Meinrad School of Theology","IN","4","1","","","","","","","",""
"153074","Capri College-Dubuque","IA","1","2","","143","0.74796748","0.466","","","161","122"
"153083","Capri College-Cedar Rapids","IA","1","2","25","181","0.711538462","0.5172","","","255","192"
"150695","Hair Fashions By Kaye Beauty College-Noblesville","IN","1","3","","78","0.548387097","0.687","","","81","70"
"150710","Hair Fashions By Kaye Beauty College-Indianapolis","IN","1","3","32","110","0.52631579","0.9804","9500.0","9500.0","148","108"
