"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"441274","Paul Mitchell the School-Santa Barbara","CA","1","3","","","0.652173913","0.5872","","","177","127"
"441308","University of the Rockies","CO","4","1","","","","","","","",""
"441362","Harris School of Business-Wilmington Campus","DE","1","3","100","473","0.584553928","0.5059","7516.0","6860.0","801","480"
"441423","Florida Education Institute","FL","1","2","77","277","0.670846395","0.8421","8500.0","8480.5","349","350"
"441478","National Graduate School of Quality Management","MA","4","1","","","","0.1529","","","35","33"
"441502","Blue Cliff College-Gulfport","MS","1","3","93","375","0.552268245","0.5175","7035.0","5975.0","2692","274"
"441575","Metropolitan Learning Institute","NY","1","3","181","388","0.165517241","0.0893","10688.0","11927.0","142","864"
"441593","Orleans Niagara BOCES-Practical Nursing Program","NY","1","3","","","","0.7656","","","58","33"
"441645","Brown Aveda Institute-Mentor","OH","1","2","27","146","0.782407407","0.4567","","","389","149"
"441672","Susquehanna County Career and Technology Center","PA","1","3","","","","0.75","","","62","64"
"441690","Universidad Pentecostal Mizpa","PR","4","1","69","61","0.106382979","0.0","","","","355"
"441760","Lamar Institute of Technology","TX","2","2","123","960","0.248023715","0.3003","5500.0","4750.0","1264","2569"
"441104","Richmont Graduate University","TN","4","1","","","","","","","",""
"441201","Miami-Jacobs Career College-Sharonville","OH","2","2","420","1894","0.327710843","0.8889","9500.0","9433.5","6498","156"
"441025","Miller-Motte Technical College-Charleston","SC","2","2","730","2889","0.381311228","0.8447","9500.0","8479.0","8687","704"
"128780","Charter Oak State College","CT","3","1","42","242","0.310991957","0.337","9500.0","10407.0","731","1471"
"124487","Epic Bible College","CA","4","1","","64","0.097345133","0.7176","9500.0","7366.0","234","268"
"127954","Montessori Education Center of the Rockies","CO","1","1","","","","0.5625","","","45","11"
"440217","Huntingdon County Career and Technology Center","PA","1","3","","","","0.8857","","","35","34"
"440226","Missouri College of Cosmetology North","MO","1","3","52","154","0.666666667","1.0","","","152","88"
"440262","New York Automotive and Diesel Institute","NY","1","2","121","450","0.502403846","0.7854","9500.0","9491.0","657","276"
"440402","Arkansas State University-Newport","AR","2","2","","","","0.1757","3500.0","3500.0","145","1311"
"440411","Marlboro College Graduate & Professional Studies","VT","4","1","","97","0.647887324","0.5625","19250.0","19000.0","151","14"
"440651","Atenas College","PR","3","1","572","728","0.089219331","0.0","","","","1269"
"440749","National American University-Ellsworth AFB Extension","SD","3","1","555","3009","0.130868444","0.0763","8671.5","6252.0","13494","150"
"439288","Johnson & Wales University-Denver","CO","4","1","496","7038","0.49388601","0.8201","19148.0","19000.0","9708","1506"
"440819","Miami Ad School-San Francisco","CA","1","2","25","208","0.569620253","0.5405","12000.0","20000.0","222","131"
"439145","Pierce College-Puyallup","WA","2","2","367","1460","0.165017808","0.1893","6332.0","5500.0","2387","2731"
"438984","IVAEM College","PR","1","3","59","97","","0.0","","","","161"
"439127","Brightwood College-Friendswood","TX","1","3","920","3355","0.70051716","0.532","9271.0","9474.5","1416","262"
"439507","Quest College","TX","1","2","99","314","0.516064257","0.6222","7500.0","9250.0","491","355"
"439701","The King's University","TX","4","1","","50","","0.6556","6334.0","9500.0","94","372"
"439738","Fortis College-Baton Rouge","LA","2","2","381","1957","0.630264629","0.7251","9500.0","9500.0","2798","381"
"433970","Seacoast Career Schools-Sanford Campus","ME","1","3","140","694","0.712849162","0.4798","8071.0","7681.0","907","254"
"437857","Rudae's School of Beauty Culture-Ft Wayne","IN","1","3","35","181","0.564516129","0.6404","","","244","138"
"436775","Toni & Guy Hairdressing Academy-Plano","TX","1","3","34","127","0.846774194","0.6842","12132.0","16308.0","327","192"
"363712","Yeshivah Gedolah Rabbinical College","FL","4","1","","","","0.0","","","","51"
"439844","Omega Institute of Cosmetology","LA","1","3","","","0.545454546","0.1379","","","44","67"
"439978","Southeastern School of Cosmetology","AL","1","3","","117","0.133858268","0.0","","","","84"
"440086","Star Career Academy-Egg Harbor","NJ","1","3","212","635","0.569220863","0.562","9423.0","7400.0","2443","318"
"440101","Empire Beauty School-Kennesaw","GA","1","3","82","271","0.501712329","0.6786","7903.0","7355.5","1028","188"
"427025","Computer Systems Institute","IL","1","3","232","325","0.546134663","0.5114","9500.0","9194.5","3107","2154"
"427335","Lia Schorr Institute of Cosmetic Skin Care Training","NY","1","3","","","0.606557377","0.5104","","","22","60"
"430421","Everest Institute-Marietta","GA","1","3","312","1231","0.688235294","0.6014","9500.0","9500.0","2675","329"
"105701","Hair Academy of Safford","AZ","1","3","","","0.725490196","0.2045","","","31","64"
"110060","Bethesda University","CA","4","1","","","","0.3906","","","","259"
"172422","Michigan Career and Technical Institute","MI","1","3","59","168","","0.0","","","","200"
"204158","Miami Valley Career Technology Center","OH","1","3","","175","0.756756757","0.4368","7400.0","6809.5","385","407"
"438586","American InterContinental University-Atlanta","GA","4","1","4801","20057","0.266394961","0.9089","9500.0","9020.0","21989","1002"
"437732","Dallas Nursing Institute","TX","2","2","33","483","0.673870334","0.5683","17109.0","17763.0","642","169"
"437778","Milan Institute-San Antonio Ingram","TX","1","3","220","711","0.644470868","0.6509","8971.0","8945.0","3116","314"
