"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"261685","Ross Medical Education Center-Ann Arbor","MI","1","3","131","559","0.780916031","0.3822","9500.0","9500.0","1878","128"
"243799","Blue Hills Regional Technical School","MA","1","3","","60","0.695652174","0.8261","","","37","56"
"242662","Inter American University of Puerto Rico-Ponce","PR","4","1","4874","9873","0.162887881","0.2217","4500.0","4500.0","14074","5353"
"242705","Inter American University of Puerto Rico-Bayamon","PR","4","1","4874","9873","0.162887881","0.221","4500.0","4500.0","14074","4681"
"242680","Inter American University of Puerto Rico-Fajardo","PR","4","1","4874","9873","0.162887881","0.2076","4500.0","4500.0","14074","2159"
"242699","Inter American University of Puerto Rico-Guayama","PR","4","1","4874","9873","0.162887881","0.4977","4500.0","4500.0","14074","2054"
"243443","Universidad del Sagrado Corazon","PR","4","1","434","963","0.297840655","0.3958","8000.0","7250.0","2330","5097"
"243577","Universidad Politecnica de Puerto Rico","PR","4","1","383","1045","0.096078431","0.3376","7333.0","6332.0","1552","3840"
"243142","University of Puerto Rico-Carolina","PR","3","1","","","0.105769231","0.068","4500.0","4500.0","370","3880"
"243665","University of the Virgin Islands","VI","4","1","87","452","0.180438449","0.3103","5500.0","5500.0","794","2023"
"242820","Liceo de Arte y Tecnologia","PR","1","3","432","800","0.24435591","0.2069","2550.0","3096.5","479","1316"
"241304","Columbia Central University-Caguas","PR","4","1","469","763","0.159692571","0.0","","","","1680"
"247603","Sussex County Community College","NJ","2","2","124","683","0.212719298","0.176","5000.0","4820.0","882","2838"
"245980","Ponca City Beauty College","OK","1","3","","","","0.2","","","","31"
"246017","Central Technology Center","OK","1","3","28","101","0.151515152","0.0","","","","279"
"246406","Sebring Career Schools-Huntsville","TX","1","3","49","133","0.132075472","0.5918","","","37","31"
"247409","Ross Medical Education Center-Saginaw","MI","1","3","258","1068","0.748110831","0.4582","9500.0","9500.0","2317","208"
"245962","Platt College-Tulsa","OK","3","1","346","1802","0.526916803","0.8693","9250.0","9500.0","1696","360"
