"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.completion.completion_rate_4yr_100nt","2013.completion.transfer_rate.4yr.full_time","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"133863","Concorde Career Institute-Tampa","FL","2","2","219","785","0.735877863","","","0.4473","8723.0","9500.0","750","454"
"134307","George T Baker Aviation Technical College","FL","1","2","","146","","","","0.0","","","","710"
"134574","Cortiva Institute-Florida","FL","1","3","38","125","0.78238342","","","0.6678","7917.0","7917.0","243","173"
"138789","Armstrong State University","GA","4","1","181","1642","0.322916667","0.1023","0.1892","0.5742","11000.0","9500.0","3644","6206"
"139366","Columbus State University","GA","4","1","183","1605","0.25270936","0.1209","0.1707","0.607","12621.0","9805.0","4205","6849"
"138947","Clark Atlanta University","GA","4","1","118","1268","0.360917248","0.2149","0.0","0.8796","16750.0","14250.0","2235","2629"
"138901","Atlanta Metropolitan State College","GA","3","1","113","724","0.146596859","","0.1742","0.4159","3500.0","3500.0","2037","2950"
"139250","College of Coastal Georgia","GA","3","1","165","973","0.174169742","","0.1663","0.4854","6000.0","5250.0","1761","2855"
"139074","Bauder College","GA","3","1","189","846","0.255930087","0.1818","0.0","0.8048","11250.0","11358.0","978","744"
"138956","Augusta Technical College","GA","2","2","296","1495","0.153452685","","","0.3118","5500.0","5499.0","1662","4294"
"139092","Beauty College of America","GA","1","3","","","","","","0.0","","","","53"
"139214","Brown College of Court Reporting","GA","2","2","","96","0.088235294","","","0.6349","","","179","233"
"138938","Atlanta School of Massage","GA","1","3","70","305","0.75","","","0.3907","7917.0","7917.0","277","62"
"136145","North Florida Community College","FL","2","2","54","379","0.09478673","","","0.0","","","","898"
"130253","Sacred Heart University","CT","4","1","58","1227","0.606866002","0.6339","0.0","0.706","17500.0","17500.0","1950","4409"
"128744","University of Bridgeport","CT","4","1","88","761","0.355995056","0.1873","0.0","0.7347","14750.0","13812.5","1787","2835"
"130183","Post University","CT","4","1","91","703","0.225886746","0.2609","0.0","0.5312","7605.5","5800.5","7482","6616"
"130907","Delaware Technical Community College-Terry","DE","2","2","129","813","0.062609713","","","0.2051","3500.0","3500.0","1009","2857"
"130606","Tunxis Community College","CT","2","2","122","689","0.140407288","","","0.0465","3064.0","3216.0","426","3781"
"130004","Norwalk Community College","CT","2","2","121","729","0.145454546","","","0.0044","3000.0","2624.0","83","5133"
"130314","University of Saint Joseph","CT","4","1","28","293","0.532679739","0.3697","0.0","0.7711","","","667","971"
"130794","Yale University","CT","4","1","90","936","0.848167539","0.8964","0.0","0.0969","10793.0","11529.0","492","5422"
"130590","Trinity College","CT","4","1","","327","0.838582677","0.8142","0.0729","0.1173","19000.0","19000.0","493","2239"
"130873","Dawn Career Institute LLC","DE","1","3","109","407","0.728194726","","","0.5299","9500.0","9500.0","1029","638"
"126401","Everest College-Colorado Springs","CO","2","2","244","821","0.50530504","","","0.6207","9500.0","9500.0","2545","389"
