"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"155292","Kansas City Kansas Community College","KS","2","2","242","1359","0.128516004","0.2654","6229.0","5250.0","2965","5327"
"155335","Newman University","KS","4","1","","482","0.462962963","0.3578","14594.0","13925.0","951","1276"
"155520","MidAmerica Nazarene University","KS","4","1","45","587","0.55345912","0.6936","13999.0","12590.0","1319","1390"
"155423","Washburn Institute of Technology","KS","1","3","165","1685","0.345485137","0.2867","11631.0","9500.0","4011","1161"
"155414","Kansas Wesleyan University","KS","4","1","","438","0.406451613","0.7722","15854.0","14000.0","541","664"
"155487","Manhattan Area Technical College","KS","2","2","32","319","0.472392638","0.5152","7600.0","6236.0","614","750"
"153409","Kaplan University-Mason City Campus","IA","4","1","11499","35383","0.229498118","0.7469","9500.0","9500.0","57296","205"
"154095","University of Northern Iowa","IA","4","1","163","3874","0.568073395","0.6131","16000.0","17278.0","5628","10170"
"153630","Iowa Western Community College","IA","2","2","215","1889","0.240632054","0.5652","6250.0","5500.0","4628","5097"
"153524","Iowa Central Community College","IA","2","2","238","2065","0.250845819","0.3826","6250.0","5500.0","4438","3494"
"153472","Indian Hills Community College","IA","2","2","281","1927","0.021803766","0.6227","7875.0","6821.5","3573","3070"
"154022","Ashford University","CA","4","1","4079","17363","0.227944271","0.7366","6000.0","6112.5","82612","50403"
"154332","La James International College-Davenport","IA","1","2","","70","0.6875","0.7808","","","69","47"
"154396","Southwestern Community College","IA","2","2","65","628","0.361209964","0.4466","6500.0","5500.0","957","942"
"151661","Lincoln College of Technology-Indianapolis","IN","2","2","331","2480","0.389282103","0.7579","4802.0","10899.0","6617","1240"
"154013","Mount Mercy University","IA","4","1","29","639","0.6612529","0.774","18750.0","16289.5","968","1454"
"154518","Waldorf University","IA","3","1","","247","0.408163265","0.7025","9437.5","9719.0","824","1090"
"156417","Clear Creek Baptist Bible College","KY","3","1","","68","0.188679245","0.0","","","","136"
"156648","Elizabethtown Community and Technical College","KY","2","2","330","1695","0.190233236","0.3709","6088.0","5500.0","4027","5742"
"156392","Bluegrass Community and Technical College","KY","2","2","894","4852","0.189798339","0.4303","6500.0","5500.0","8150","10467"
"156860","Hopkinsville Community College","KY","2","2","276","1073","0.196050776","0.3831","6004.5","4700.0","1969","3191"
"156277","Barrett and Company School of Hair Design","KY","1","2","","72","0.215686275","0.2162","","","54","93"
"156286","Bellarmine University","KY","4","1","26","636","0.650974026","0.5722","18500.0","18750.0","1328","2508"
"155636","Ottawa University-Kansas City","KS","4","1","119","1097","0.357072206","0.6787","12077.0","11166.0","2764","246"
"156967","Summit Salon Academy-Lexington","KY","1","2","","55","0.479591837","0.7099","","","211","132"
"157100","Kentucky Christian University","KY","4","1","27","247","0.38121547","0.8049","10250.0","9500.0","396","547"
"156213","Asbury University","KY","4","1","59","521","0.524675325","0.6764","19518.0","14970.0","831","1392"
"156851","Henderson Community College","KY","2","2","102","503","0.234458259","0.3306","5539.5","4058.0","979","1375"
"156310","PJ's College of Cosmetology-Bowling Green","KY","1","2","79","264","0.5","0.5222","7389.0","9500.0","509","372"
"156408","Centre College","KY","3","1","","179","0.815533981","0.4888","20050.0","23000.0","417","1372"
"155025","Emporia State University","KS","4","1","119","1371","0.385687732","0.652","11848.0","12000.0","2269","3724"
"154536","Wartburg Theological Seminary","IA","4","1","","","","","","","",""
"154545","The Salon Professional Academy","IA","1","2","","57","0.675675676","0.5233","","","56","46"
"154688","Baker University","KS","4","1","53","950","0.539660057","0.7634","19843.0","20000.0","1286","1759"
